num_models,fold,doc_offset,model_span,model_ent_type,error_type,corpus_span,corpus_ent_type,correct_span,correct_ent_type,notes,time_started,time_stopped,time_elapsed
16,train,29,"[886, 902): 'Shigeki Maruyama'",PER,Sentence,"[886, 893): 'Shigeki'",PER,,,Sentence boundary between first and last name,,,
16,train,29,"[886, 902): 'Shigeki Maruyama'",PER,Sentence,"[894, 902): 'Maruyama'",PER,,,Sentence boundary between first and last name,,,
13,train,30,"[44, 67): 'F.C. VALLETTA. BISTRITA'",ORG,None,"[44, 57): 'F.C. VALLETTA'",ORG,,,,,,
,train,36,,,Span,"[20, 47): 'ENGLISH COUNTY CHAMPIONSHIP'",MISC,"[20, 27): 'ENGLISH'",MISC,First sentence of article correctly separates these two entities,,,
,train,36,,,Span,"[20, 47): 'ENGLISH COUNTY CHAMPIONSHIP'",MISC,"[28, 47): 'COUNTY CHAMPIONSHIP'",MISC,First sentence of article correctly separates these two entities,,,
17,train,36,"[107, 134): 'English County Championship'",MISC,None,,,,,,,,
,train,37,,,Tag,"[20, 27): 'ENGLAND'",LOC,,ORG,Cricket team,,,
,train,37,,,Tag,"[30, 38): 'PAKISTAN'",LOC,,ORG,Cricket team,,,
,train,37,,,Tag,"[144, 151): 'England'",LOC,,ORG,Cricket team,,,
,train,37,,,Tag,"[156, 164): 'Pakistan'",LOC,,ORG,Cricket team,,,
,train,37,,,Tag,"[190, 197): 'England'",LOC,,ORG,Cricket team,,,
,,,,,Tag,"[732, 740): 'Pakistan'",LOC,,ORG,Cricket team,,,
17,train,37,"[837, 846): 'Moin Khan'",PER,Sentence,"[837, 841): 'Moin'",PER,,,Sentence boundary between first and last name,,,
17,train,37,"[837, 846): 'Moin Khan'",PER,Sentence,"[842, 846): 'Khan'",PER,,,Sentence boundary between first and last name,,,
17,train,41,"[364, 378): 'Czech Republic'",LOC,Sentence,"[364, 369): 'Czech'",LOC,,,"Sentence boundary between ""Czech"" and ""Republic""",,,
17,train,41,"[364, 378): 'Czech Republic'",LOC,Sentence,"[370, 378): 'Republic'",LOC,,,"Sentence boundary between ""Czech"" and ""Republic""",,,
15,train,42,"[200, 206): 'Millns'",PER,Tag,"[200, 206): 'Millns'",MISC,,,,,,
,train,42,,,Both,"[234, 241): 'England'",LOC,"[234, 243): 'England A'",ORG,Cricket team,,,
17,train,43,"[2104, 2117): 'Dynamo Batumi'",ORG,Sentence,"[2104, 2110): 'Dynamo'",ORG,,,"Sentence boundary between ""Dynamo"" and ""Batumi""",,,
17,train,43,"[2104, 2117): 'Dynamo Batumi'",ORG,Sentence,"[2111, 2117): 'Batumi'",ORG,,,"Sentence boundary between ""Dynamo"" and ""Batumi""",,,
17,train,43,"[2364, 2376): 'Petr Gabriel'",PER,Sentence,"[2364, 2368): 'Petr'",PER,,,Sentence boundary between first and last name,,,
17,train,43,"[2364, 2376): 'Petr Gabriel'",PER,Sentence,"[2369, 2376): 'Gabriel'	PER",,,,Sentence boundary between first and last name,,,
17,train,43,"[2668, 2690): 'Constructorul Chisinau'",ORG,Sentence,"[2668, 2681): 'Constructorul'",ORG,,,Sentence boundary between first and last name,,,
17,train,43,"[2668, 2690): 'Constructorul Chisinau'",ORG,Sentence,"[2682, 2690): 'Chisinau'",ORG,,,Sentence boundary between first and last name,,,
17,train,43,"[2765, 2777): 'Anjalonkoski'",LOC,Tag,"[2765, 2777): 'Anjalonkoski'",MISC,,,,,,
17,train,43,"[84, 110): 'European Cup Winners ' Cup'",MISC,Sentence,"[84, 106): 'European Cup Winners ''",MISC,,,"Sentence boundary between ""'"" and ""Cup""",,,
17,train,43,"[84, 110): 'European Cup Winners ' Cup'",MISC,Sentence,"[107, 110): 'Cup'",MISC,,,"Sentence boundary between ""'"" and ""Cup""",,,
17,train,47,"[223, 235): 'Hwang Sun-ho'",PER,Span,"[223, 228): 'Hwang'",PER,"[223, 235): 'Hwang Sun-ho'",PER,,,,
17,train,47,"[223, 235): 'Hwang Sun-ho'",PER,Both,"[229, 235): 'Sun-ho'",MISC,"[223, 235): 'Hwang Sun-ho'",PER,,,,
17,train,47,"[85, 99): 'Malaysian Open'",MISC,Sentence,"[85, 94): 'Malaysian'",MISC,"[85, 99): 'Malaysian Open'",MISC,,,,
17,train,47,"[85, 99): 'Malaysian Open'",MISC,Sentence,"[95, 99): 'Open'",MISC,"[85, 99): 'Malaysian Open'",MISC,,,,
16,train,48,"[157, 184): 'U.S. National Tennis Centre'",LOC,Sentence,"[157, 160): 'U.S'",LOC,,,"Sentence boundary between ""U.S."" and ""National""",,,
16,train,48,"[157, 184): 'U.S. National Tennis Centre'",LOC,Sentence,"[162, 184): 'National Tennis Centre'",LOC,,,"Sentence boundary between ""U.S."" and ""National""",,,
17,train,48,"[885, 899): 'Sjeng Schalken'",ORG,None,"[885, 899): 'Sjeng Schalken'",PER,,,,,,
12,train,49,"[1059, 1068): 'Baltimore'",LOC,None,"[1059, 1068): 'Baltimore'",ORG,,,,,,
,train,50,,,Wrong,"[234, 250): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,50,,,Wrong,"[375, 391): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,50,,,Wrong,"[525, 541): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,50,,,Wrong,"[800, 816): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,50,,,Wrong,"[947, 963): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,50,,,Wrong,"[1086, 1102): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,50,,,Tag,"[672, 678): 'BOSTON'",LOC,"[672, 678): 'BOSTON'",ORG,Baseball team,,,
,train,50,,,Tag,"[690, 699): 'BALTIMORE'",LOC,"[690, 699): 'BALTIMORE'",ORG,Baseball team,,,
,train,50,,,Tag,"[714, 722): 'NEW YORK'",LOC,"[714, 722): 'NEW YORK'",ORG,Baseball team,,,
,train,50,,,Tag,"[734, 741): 'CHICAGO'",LOC,"[734, 741): 'CHICAGO'",ORG,Baseball team,,,
,train,50,,,Tag,"[774, 783): 'MINNESOTA'",LOC,"[774, 783): 'MINNESOTA'",ORG,Baseball team,,,
,train,50,,,Wrong,"[800, 816): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,50,,,Wrong,"[1086, 1102): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,50,,,Tag,"[1249, 1257): 'COLORADO'",LOC,"[1249, 1257): 'COLORADO'",ORG,Baseball team,,,
,train,50,,,Tag,"[1272, 1279): 'ATLANTA'",LOC,"[1272, 1279): 'ATLANTA'",ORG,Baseball team,,,
,train,50,,,Tag,"[1294, 1301): 'HOUSTON'",LOC,"[1294, 1301): 'HOUSTON'",ORG,Baseball team,,,
,train,50,,,Tag,"[1342, 1355): 'SAN FRANCISCO'",LOC,"[1342, 1355): 'SAN FRANCISCO'",ORG,Baseball team,,,
16,train,50,"[1318, 1338): 'LOS ANGELES MONTREAL'",LOC,Tag,"[1318, 1329): 'LOS ANGELES'",LOC,"[1318, 1329): 'LOS ANGELES'",ORG,Baseball team,,,
12,train,50,"[753, 770): 'KANSAS CITY TEXAS'",LOC,Tag,"[753, 764): 'KANSAS CITY'",LOC,"[753, 764): 'KANSAS CITY'",ORG,Baseball team,,7/8/20 18:15,
16,train,51,"[153, 179): 'American League California'",MISC,None,"[153, 168): 'American League'",MISC,,,,7/12/20 14:59,,
17,train,51,"[84, 105): 'Major League Baseball'",MISC,Sentence,"[84, 96): 'Major League'",MISC,"[84, 105): 'Major League Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball""",,,
,train,52,,,Wrong,"[2016, 2019): 'RBI'",MISC,,,Runs batted in,,,
,train,52,,,Wrong,"[2264, 2267): 'RBI'",MISC,,,Runs batted in,,,
,train,52,,,Wrong,"[3472, 3475): 'RBI'",MISC,,,Runs batted in,,,
,train,52,,,Wrong,"[4026, 4029): 'ERA'",MISC,,,Earned run average,,,
,train,52,,,Wrong,"[4230, 4233): 'ERA'",MISC,,,Earned run average,,,
,train,52,,,Wrong,"[4411, 4414): 'RBI'",MISC,,,Runs batted in,,,
,train,52,,,Wrong,"[4448, 4451): 'RBI'",MISC,,,Runs batted in,,,
17,train,52,"[2054, 2063): 'Baltimore'",ORG,Tag,"[2054, 2063): 'Baltimore'",LOC,,,Baltimore�has won seven of nine and 16 of its last 22,,,
13,train,54,"[176, 181): 'Numan'",PER,Missing,,,,,,,,
14,train,56,"[19, 31): 'SHARPSHOOTER'",PER,None,,,,,,,,
,train,56,,,Tag,"[171, 182): 'Switzerland'",LOC,,ORG,Soccer team,,,
,train,56,,,Tag,"[219, 229): 'Azerbaijan'",LOC,,ORG,Soccer team,,,
,train,56,,,Tag,"[442, 453): 'Switzerland'",LOC,,ORG,Soccer team,,,
,train,56,,,Tag,"[829, 838): 'Stuttgart'",LOC,,ORG,Soccer team,,,
17,train,56,"[859, 867): 'Lausanne'",ORG,Tag,"[859, 867): 'Lausanne'",LOC,,ORG,Soccer team,,,
17,train,58,"[1090, 1102): 'Jamie Spence'",PER,Sentence,"[1090, 1095): 'Jamie'",PER,"[1090, 1102): 'Jamie Spence'",PER,Sentence boundary between first and last name,,,
17,train,58,"[1090, 1102): 'Jamie Spence'",PER,Sentence,"[1096, 1102): 'Spence'",PER,"[1090, 1102): 'Jamie Spence'",PER,Sentence boundary between first and last name,,,
16,train,58,"[271, 282): 'Ian Woosnam'",PER,Sentence,"[271, 274): 'Ian'",PER,"[271, 282): 'Ian Woosnam'",PER,Sentence boundary between first and last name,,,
16,train,58,"[271, 282): 'Ian Woosnam'",PER,Sentence,"[275, 282): 'Woosnam'",PER,"[271, 282): 'Ian Woosnam'",PER,Sentence boundary between first and last name,,,
17,train,58,"[327, 338): 'Mats Lanner'",PER,Sentence,"[327, 331): 'Mats'",PER,"[327, 338): 'Mats Lanner'",PER,Sentence boundary between first and last name,,,
17,train,58,"[327, 338): 'Mats Lanner'",PER,Sentence,"[332, 338): 'Lanner'",PER,"[327, 338): 'Mats Lanner'",PER,Sentence boundary between first and last name,,,
17,train,58,"[648, 661): 'Greg Chalmers'",PER,Sentence,"[648, 652): 'Greg'",PER,"[648, 661): 'Greg Chalmers'",PER,Sentence boundary between first and last name,,,
17,train,58,"[648, 661): 'Greg Chalmers'",PER,Sentence,"[653, 661): 'Chalmers'",PER,"[648, 661): 'Greg Chalmers'",PER,Sentence boundary between first and last name,,,
17,train,58,"[751, 765): 'Derrick Cooper'",PER,Sentence,"[751, 758): 'Derrick'",PER,"[751, 765): 'Derrick Cooper'",PER,Sentence boundary between first and last name,,,
17,train,58,"[751, 765): 'Derrick Cooper'",PER,Sentence,"[759, 765): 'Cooper'",PER,"[751, 765): 'Derrick Cooper'",PER,Sentence boundary between first and last name,,,
16,train,58,"[816, 829): 'Michael Welch'",PER,Sentence,"[816, 823): 'Michael'",PER,"[816, 829): 'Michael Welch'",PER,Sentence boundary between first and last name,,,
16,train,58,"[816, 829): 'Michael Welch'",PER,Sentence,"[824, 829): 'Welch'",PER,"[816, 829): 'Michael Welch'",PER,Sentence boundary between first and last name,,,
16,train,63,"[966, 1000): 'U.S. District Court in Minneapolis'",ORG,None,"[966, 985): 'U.S. District Court'",ORG,,,,,,
,train,70,,,Missing,,,"[306, 315): 'Soufriere'",LOC,City in Saint Lucia,,,
,,,,,Missing,,,"[854, 874): 'Overseas Development'",ORG,Reference to Britain's Overseas Development Administration,,,
17,train,70,"[424, 432): 'Plymouth'",LOC,Tag,"[424, 432): 'Plymouth'",ORG,,,,,,
13,train,71,"[342, 346): 'U.S.'",MISC,None,"[342, 351): 'U.S. Open'",MISC,,,,,,
12,train,75,"[47, 59): 'ECOMOG force'",ORG,None,"[47, 53): 'ECOMOG'",ORG,,,,,,
17,train,80,"[44, 59): 'rebels-Interfax'",ORG,Token,,,"[51, 59): 'Interfax'",ORG,"Tokenizer treats ""rebels-Interfax"" as a single token",,,
12,train,91,"[500, 512): 'Ro Gajadhar.'",PER,None,"[500, 511): 'Ro Gajadhar'",PER,,,,,,
13,train,94,"[1046, 1066): 'Israel-PLO self-rule'",MISC,None,"[1046, 1056): 'Israel-PLO'",MISC,,,,,,
17,train,98,"[81, 85): 'N.M.'",LOC,Missing,,,,,,,,
15,train,99,"[61, 66): 'Mich.'",LOC,None,"[61, 65): 'Mich'",LOC,,,Ambiguous: Sentence boundary in the middle of the dateline; otherwise period would be unambiguously part of the abbreviation,,,
12,train,103,"[528, 549): 'French Roman Catholic'",MISC,None,"[528, 534): 'French'",MISC,,,,,,
12,train,107,"[867, 874): 'Yevgeny'",PER,None,"[867, 883): 'Yevgeny Primakov'",PER,,,,,,
17,train,115,"[17, 27): 'FOCUS-News'",ORG,Token,,,"[23, 27): 'News'",ORG,"Tokenizer treats ""FOCUS-News"" as a single token; ""News"" == ""News Corp""",,,
17,train,119,"[11, 16): 'Thais'",MISC,Missing,,,,,,,,
12,train,119,"[826, 831): 'Vivit'",PER,Missing,,,,,,,,
14,train,120,"[158, 166): 'YEAR-AGO'",ORG,None,,,,,,,,
13,train,122,"[436, 449): 'Chua Jui Meng'",PER,Span,"[436, 444): 'Chua Jui'",PER,,,,,,
14,train,124,"[1237, 1242): 'Tokyo'",MISC,None,"[1237, 1242): 'Tokyo'",LOC,,,,,,
12,train,124,"[827, 831): 'HONG'",LOC,None,"[827, 836): 'HONG KONG'",LOC,,,,,,
12,train,125,"[64, 85): 'Rostislav Khotin KIEV'",LOC,None,"[64, 80): 'Rostislav Khotin'",PER,,,,,,
15,train,128,"[130, 140): 'Tom Cruise'",MISC,None,"[130, 140): 'Tom Cruise'",PER,,,,,,
17,train,130,"[25, 43): 'BELGIAN GRAND PRIX'",MISC,None,"[33, 43): 'GRAND PRIX'",MISC,,,,,,
,train,136,,,Tag,"[20, 27): 'ENGLAND'",LOC,,ORG,Cricket team,,,
,train,136,,,Tag,"[30, 38): 'PAKISTAN'",LOC,,ORG,Cricket team,,,
,train,136,,,Tag,"[145, 152): 'England'",LOC,,ORG,Cricket team,,,
,train,136,,,Tag,"[157, 165): 'Pakistan'",LOC,,ORG,Cricket team,,,
,train,136,,,Tag,"[189, 196): 'England'",LOC,,ORG,Cricket team,,,
,train,136,,,Tag,"[801, 809): 'Pakistan'",LOC,,ORG,Cricket team,,,
17,train,136,"[1022, 1033): 'Wasim Akram'",PER,Sentence,"[1022, 1027): 'Wasim'",PER,"[1022, 1033): 'Wasim Akram'",PER,Sentence boundary between first and last name,,,
17,train,136,"[1022, 1033): 'Wasim Akram'",PER,Sentence,"[1028, 1033): 'Akram'",PER,"[1022, 1033): 'Wasim Akram'",PER,Sentence boundary between first and last name,,,
17,train,136,"[169, 177): 'The Oval'",LOC,Sentence,"[169, 172): 'The'",LOC,"[169, 177): 'The Oval'",LOC,"Sentence boundary between ""The"" and ""Oval""",,,
17,train,136,"[169, 177): 'The Oval'",LOC,Sentence,"[173, 177): 'Oval'",LOC,"[169, 177): 'The Oval'",LOC,"Sentence boundary between ""The"" and ""Oval""",,,
17,train,140,"[560, 574): 'Czech Republic'",LOC,Sentence,"[560, 565): 'Czech'",LOC,"[560, 574): 'Czech Republic'",LOC,"Sentence boundary between ""Czech"" and ""Republic""",,,
17,train,140,"[560, 574): 'Czech Republic'",LOC,Sentence,"[566, 574): 'Republic'",LOC,"[560, 574): 'Czech Republic'",LOC,"Sentence boundary between ""Czech"" and ""Republic""",,,
15,train,142,"[95, 109): 'Malaysian Open'",MISC,Sentence,"[95, 104): 'Malaysian'",MISC,"[95, 109): 'Malaysian Open'",MISC,"Sentence boundary between ""Malaysian"" and ""Open""",,,
15,train,142,"[95, 109): 'Malaysian Open'",MISC,Sentence,"[105, 109): 'Open'",MISC,"[95, 109): 'Malaysian Open'",MISC,"Sentence boundary between ""Malaysian"" and ""Open""",,,
,train,144,,,Wrong,"[232, 248): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,144,,,Wrong,"[372, 388): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,144,,,Wrong,"[510, 526): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,144,,,Wrong,"[806, 822): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,144,,,Wrong,"[953, 969): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,144,,,Wrong,"[1096, 1112): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,144,,,Tag,"[655, 661): 'BOSTON'",LOC,"[655, 661): 'BOSTON'",ORG,Baseball team,,,
,train,144,,,Tag,"[675, 684): 'CLEVELAND'",LOC,"[675, 684): 'CLEVELAND'",ORG,Baseball team,,,
,train,144,,,Tag,"[699, 708): 'BALTIMORE'",LOC,"[699, 708): 'BALTIMORE'",ORG,Baseball team,,,
,train,144,,,Tag,"[720, 728): 'NEW YORK'",LOC,"[720, 728): 'NEW YORK'",ORG,Baseball team,,,
,train,144,,,Tag,"[740, 747): 'CHICAGO'",LOC,"[740, 747): 'CHICAGO'",ORG,Baseball team,,,
,train,144,,,Tag,"[1255, 1262): 'FLORIDA'",LOC,"[1255, 1262): 'FLORIDA'",ORG,Baseball team,,,
,train,144,,,Tag,"[1289, 1296): 'ATLANTA'",LOC,"[1289, 1296): 'ATLANTA'",ORG,Baseball team,,,
,train,144,,,Tag,"[1309, 1316): 'HOUSTON'",LOC,"[1309, 1316): 'HOUSTON'",ORG,Baseball team,,,
13,train,144,"[1331, 1348): 'COLORADO NEW YORK'",LOC,Tag,"[1331, 1339): 'COLORADO'",LOC,"[1331, 1339): 'COLORADO'",ORG,Baseball team,,,
12,train,144,"[1352, 1376): 'LOS ANGELES PHILADELPHIA'",LOC,Tag,"[1352, 1363): 'LOS ANGELES'",LOC,"[1352, 1363): 'LOS ANGELES'",ORG,Baseball team,,,
16,train,144,"[759, 776): 'KANSAS CITY TEXAS'",LOC,Tag,"[759, 770): 'KANSAS CITY'",LOC,"[759, 770): 'KANSAS CITY'",ORG,Baseball team,,,
17,train,145,"[83, 104): 'Major League Baseball'",MISC,Sentence,"[83, 95): 'Major League'",MISC,"[83, 104): 'Major League Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball""",,,
17,train,158,"[676, 690): 'Michael Jonzon'",PER,Sentence,"[676, 683): 'Michael'",PER,"[676, 690): 'Michael Jonzon'",PER,Sentence boundary between first and last name,,,
17,train,158,"[676, 690): 'Michael Jonzon'",PER,Sentence,"[684, 690): 'Jonzon'",PER,"[676, 690): 'Michael Jonzon'",PER,Sentence boundary between first and last name,,,
17,train,158,"[831, 842): 'Wayne Riley'",PER,Sentence,"[831, 836): 'Wayne'",PER,"[831, 842): 'Wayne Riley'",PER,Sentence boundary between first and last name,,,
17,train,158,"[831, 842): 'Wayne Riley'",PER,Sentence,"[837, 842): 'Riley'",PER,"[831, 842): 'Wayne Riley'",PER,Sentence boundary between first and last name,,,
17,train,158,"[998, 1007): 'Des Smyth'",PER,Sentence,"[998, 1001): 'Des'",PER,"[998, 1007): 'Des Smyth'",PER,Sentence boundary between first and last name,,,
17,train,158,"[998, 1007): 'Des Smyth'",PER,Sentence,"[1002, 1007): 'Smyth'",PER,"[998, 1007): 'Des Smyth'",PER,Sentence boundary between first and last name,,,
16,train,159,"[900, 907): 'Atlanta'",MISC,None,"[900, 907): 'Atlanta'",LOC,,,Ambiguous: Reference to Atlanta Olympics,,,
16,train,163,"[130, 134): 'UEFA'",MISC,None,"[130, 134): 'UEFA'",ORG,,,,,,
,train,163,,,Token,"[220, 232): 'x-AEK Athens'",ORG,"[222, 232): 'AEK Athens'",ORG,"Tokenizer treated ""x-AEK"" as a single token",,,
,train,163,,,Token,"[271, 283): 'x-Olympiakos'",ORG,"[273, 283): 'Olympiakos'",ORG,"Tokenizer treated ""x-Olympiakos"" as a single token",,,
,train,163,,,Token,"[308, 313): 'x-PAO'",ORG,"[310, 313): 'PAO'",ORG,"Tokenizer treated ""x-PAO"" as a single token",,,
12,train,169,"[50, 61): 'trip-Canada'",LOC,Token,"[50, 61): 'trip-Canada'",LOC,"[55, 61): 'Canada'",LOC,"Tokenizer treated ""trip-Canada"" as a single token",,,
16,train,174,"[1047, 1050): 'MED'",ORG,None,"[1047, 1050): 'MED'",LOC,,,,,,
12,train,174,"[387, 399): 'Pembroke/ US'",LOC,None,"[387, 395): 'Pembroke'",LOC,,,,,,
13,train,174,"[530, 535): 'Tiber'",LOC,None,"[530, 535): 'Tiber'",ORG,,,Name of a ship,,,
16,train,174,"[564, 571): 'Stinnes'",LOC,None,"[564, 571): 'Stinnes'",ORG,,,,,,
17,train,174,"[668, 684): 'RED SEA Tenacity'",LOC,None,"[668, 675): 'RED SEA'",LOC,,,,,,
15,train,177,"[58, 73): 'Ori Lewis TAIBE'",PER,None,"[58, 67): 'Ori Lewis'",PER,,,,,,
17,train,177,"[841, 852): 'Likud party'",ORG,None,"[841, 846): 'Likud'",ORG,,,,,,
16,train,181,"[106, 113): 'Rwandan'",MISC,None,"[106, 118): 'Rwandan Hutu'",MISC,,,"Ambiguous: ""Hutu"" is an ethnic group, ""Rwandan"" a nationality",,,
13,train,181,"[218, 225): 'Rwandan'",MISC,None,"[218, 230): 'Rwandan Hutu'",MISC,,,"Ambiguous: ""Hutu"" is an ethnic group, ""Rwandan"" a nationality",,,
12,train,184,"[419, 427): 'Ministry'",ORG,Missing,,,,,,,,
14,train,208,"[143, 162): 'The Walt Disney Co.'",ORG,Sentence,"[143, 161): 'The Walt Disney Co'",ORG,"[143, 162): 'The Walt Disney Co.'",ORG,"Incorrect sentence boundary after ""Co."" makes it look like the period is not part of the abbreviation when in fact it is",,,
14,train,208,"[2962, 2981): 'Kalf, Voorhis & Co.'",ORG,Sentence,"[2962, 2980): 'Kalf, Voorhis & Co'",ORG,"[2962, 2981): 'Kalf, Voorhis & Co.'",ORG,"Incorrect sentence boundary after ""Co."" makes it look like the period is not part of the abbreviation when in fact it is",,,
15,train,216,"[26, 40): 'CheckFree unit'",ORG,None,"[26, 35): 'CheckFree'",ORG,,,,,,
12,train,223,"[208, 230): 'New Scientist magazine'",ORG,None,"[208, 221): 'New Scientist'",ORG,,,,,,
12,train,236,"[1232, 1237): 'IRISH'",ORG,None,"[1232, 1243): 'IRISH TIMES'",ORG,,,,,,
17,train,240,"[231, 236): '1,000'",MISC,None,"[231, 248): '1,000 Lakes Rally'",MISC,,,,,,
17,train,249,"[247, 259): 'Waqar Younis'",PER,Sentence,"[247, 252): 'Waqar'",PER,"[247, 259): 'Waqar Younis'",PER,Sentence boundary between first and last name,,,
17,train,249,"[247, 259): 'Waqar Younis'",PER,Sentence,"[253, 259): 'Younis'",PER,"[247, 259): 'Waqar Younis'",PER,Sentence boundary between first and last name,,,
14,train,258,"[577, 596): 'Division B Sutjeska'",ORG,None,"[588, 596): 'Sutjeska'",ORG,,,,,,
,train,262,,,Wrong,"[228, 244): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,262,,,Wrong,"[369, 385): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,262,,,Wrong,"[507, 523): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,262,,,Wrong,"[807, 823): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,262,,,Wrong,"[950, 966): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,262,,,Wrong,"[1085, 1101): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,262,,,Tag,"[656, 662): 'BOSTON'",LOC,,ORG,Baseball team,,,
,train,262,,,Tag,"[676, 685): 'CLEVELAND'",LOC,,ORG,Baseball team,,,
,train,262,,,Tag,"[700, 709): 'BALTIMORE'",LOC,,ORG,Baseball team,,,
,train,262,,,Tag,"[721, 728): 'CHICAGO'",LOC,,ORG,Baseball team,,,
,train,262,,,Tag,"[1245, 1252): 'ATLANTA'",LOC,,ORG,Baseball team,,,
,train,262,,,Tag,"[1265, 1272): 'HOUSTON'",LOC,,ORG,Baseball team,,,
,train,262,,,Tag,"[1309, 1322): 'SAN FRANCISCO'",LOC,,ORG,Baseball team,,,
,train,262,,,Tag,"[1359, 1367): 'COLORADO'",LOC,,ORG,Baseball team,,,
,train,262,,,Tag,"[1384, 1393): 'SAN DIEGO'",LOC,,ORG,Baseball team,,,
13,train,262,"[1285, 1305): 'LOS ANGELES MONTREAL'",ORG,Tag,"[1285, 1296): 'LOS ANGELES'",LOC,"[1285, 1296): 'LOS ANGELES'",ORG,Baseball team,,,
15,train,262,"[1337, 1355): 'FLORIDA PITTSBURGH'",LOC,Tag,"[1337, 1344): 'FLORIDA'",LOC,"[1337, 1344): 'FLORIDA'",ORG,Baseball team,,,
12,train,262,"[740, 756): 'NEW YORK DETROIT'",LOC,Tag,"[740, 748): 'NEW YORK'",LOC,"[740, 748): 'NEW YORK'",ORG,Baseball team,,,
12,train,262,"[760, 777): 'KANSAS CITY TEXAS'",LOC,Tag,"[760, 771): 'KANSAS CITY'",LOC,"[760, 771): 'KANSAS CITY'",ORG,Baseball team,,,
17,train,263,"[81, 102): 'Major League Baseball'",MISC,Sentence,"[81, 93): 'Major League'",MISC,"[81, 102): 'Major League Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball""",,,
15,train,265,"[33, 43): 'AJAX SLUMP'",ORG,None,"[33, 37): 'AJAX'",ORG,,,,,,
17,train,283,"[866, 883): 'Florence Chitauro'",PER,Both,"[866, 874): 'Florence'",LOC,"[866, 883): 'Florence Chitauro'",PER,,,,
