num_models,fold,doc_offset,model_span,model_ent_type,error_type,corpus_span,corpus_ent_type,correct_span,correct_ent_type,notes,time_started,time_stopped,time_elapsed
17,dev,22,"[236, 244): 'Sarajevo'",LOC,None,"[213, 244): 'Solidarity Meeting for Sarajevo'",MISC,,,,,,
17,dev,24,"[817, 825): 'ex-Milan'",ORG,None,,MISC,,,,,,
,dev,26,,,Tag,"[20, 29): 'AUSTRALIA'",LOC,,ORG,Cricket team,,,
,dev,26,,,Tag,"[32, 41): 'SRI LANKA'",LOC,,ORG,Cricket team,,,
,dev,26,,,Tag,"[139, 148): 'Australia'",LOC,,ORG,Cricket team,,,
,dev,26,,,Tag,"[153, 162): 'Sri Lanka'",LOC,,ORG,Cricket team,,,
15,dev,26,"[174, 192): 'Australia M. Waugh'",PER,None,"[184, 192): 'M. Waugh'",,,,,,,
17,dev,26,"[97, 116): 'Singer World Series'",MISC,None,"[104, 116): 'World Series'",,,,,,,
,dev,26,,,Tag,"[1381, 1386): 'India'",LOC,,ORG,Cricket team,,,
,dev,26,,,Tag,"[1389, 1397): 'Zimbabwe'",LOC,,ORG,Cricket team,,,
,dev,28,,,Tag,"[20, 29): 'AUSTRALIA'",LOC,,ORG,Cricket team,,,
,dev,28,,,Tag,"[77, 86): 'Australia'",LOC,,ORG,Cricket team,,,
,dev,28,,,Tag,"[244, 253): 'Australia'",LOC,,ORG,Cricket team,,,
17,dev,28,"[291, 306): 'Damien Flemming'",PER,Sentence,"[291, 297): 'Damien'",PER,,,Sentence boundary between first and last names,,,
17,dev,28,"[291, 306): 'Damien Flemming'",PER,Sentence,"[298, 306): 'Flemming'",PER,,,Sentence boundary between first and last names,,,
17,dev,28,"[352, 365): 'Ricky Ponting'",PER,Sentence,"[352, 357): 'Ricky'",PER,,,Sentence boundary between first and last names,,,
17,dev,28,"[352, 365): 'Ricky Ponting'",PER,Sentence,"[358, 365): 'Ponting'",PER,,,Sentence boundary between first and last names,,,
17,dev,28,"[411, 422): 'Steve Waugh'",PER,Sentence,"[411, 416): 'Steve'",PER,,,Sentence boundary between first and last names,,,
17,dev,28,"[411, 422): 'Steve Waugh'",PER,Sentence,"[417, 422): 'Waugh'",PER,,,Sentence boundary between first and last names,,6/15/20 16:18,
14,dev,29,"[107, 113): 'Comelf'",PER,None,,ORG,,,,6/18/20 19:47,,
15,dev,33,"[11, 16): 'NYMEX'",LOC,Missing,,,"[11, 16): 'NYMEX'",ORG,NYMEX heating oil near session lows in pre-close.,,,
,dev,33,,,,,,"[81, 86): 'NYMEX'",ORG,NYMEX refined product prices lingered,,,
16,dev,33,"[1186, 1191): 'NYMEX'",ORG,Missing,,,,,,,,
17,dev,34,"[2269, 2281): 'Jackson Hole'",LOC,None,"[2269, 2291): 'Jackson Hole symposium'",,,,,,,
17,dev,38,"[1011, 1016): 'MATIF'",ORG,Missing,,,,,,,,
17,dev,38,"[1217, 1220): 'BTP'",ORG,None,,,,,Italian government bonds,,,
17,dev,38,"[2635, 2663): 'Kansai International Airport'",LOC,None,,ORG,,,,,,
14,dev,38,"[334, 338): 'Bund'",MISC,None,,,,,German government bonds,,,
14,dev,38,"[624, 631): 'Chicago'",ORG,None,"[624, 635): 'Chicago PMI'",MISC,,,,,,
17,dev,38,"[632, 635): 'PMI'",ORG,None,"[624, 635): 'Chicago PMI'",MISC,,,,,,
17,dev,38,"[735, 738): 'PMI'",ORG,None,,,,,"Ambiguous: ""Chicago PMI"" tagged as MISC earlier in the same sentence",,,
17,dev,39,"[11, 23): 'Boxing-Bruno'",PER,Token,,MISC,"[18, 23): 'Bruno'	",PER,"Tokenizer treats ""Boxing-Bruno"" as one token",,,
17,dev,39,"[340, 360): 'World Boxing Council'",MISC,None,,ORG,,,,,,
16,dev,42,"[476, 516): 'Driefontein Consolidated and Gold Fields'",ORG,Span,"[476, 539): 'Driefontein Consolidated and Gold Fields' Kloof Gold Mining Co'",ORG,"[476, 500): 'Driefontein Consolidated'",ORG,Two separate companies,,,
16,dev,42,"[476, 516): 'Driefontein Consolidated and Gold Fields'",ORG,Span,"[476, 539): 'Driefontein Consolidated and Gold Fields' Kloof Gold Mining Co'",ORG,"[505, 516): 'Gold Fields''",ORG,Two separate companies,,,
15,dev,42,"[519, 539): 'Kloof Gold Mining Co'",ORG,Span,"[476, 539): 'Driefontein Consolidated and Gold Fields' Kloof Gold Mining Co'",ORG,,,Two companies that own a third company,,,
17,dev,49,"[1920, 1925): 'Tajik'",LOC,None,,MISC,,,,,,
16,dev,49,"[53, 74): 'Yuri Kushko TAVILDARA'",PER,None,"[53, 64): 'Yuri Kushko'",PER,,,,,,
16,dev,54,"[1082, 1085): 'IAS'",ORG,None,,,,,International accounting standards,,,
14,dev,56,"[131, 134): 'C-4'",MISC,None,,,,,"Generic term, not a brand name, for the explosive",,,
17,dev,56,"[827, 830): 'C-4'",MISC,None,,,,,"Generic term, not a brand name, for the explosive",,,
15,dev,58,"[1033, 1057): 'Prince Norodom Ranariddh'",PER,None,"[1040, 1057): 'Norodom Ranariddh'",PER,,,,,,
17,dev,60,"[456, 462): 'Pan Am'",MISC,None,,ORG,,,"Ambiguous: ""a Pan Am flight"" -- technically an adjective",,,
17,dev,61,"[4515, 4530): 'Dow Jones index'",MISC,None,"[4515, 4524): 'Dow Jones'",,,,,,,
15,dev,61,"[69, 90): 'Pierre Belec NEW YORK'",PER,None,"[69, 81): 'Pierre Belec'",,,,,,,
17,dev,62,"[11, 16): 'Brisk'",ORG,None,,,,,,,,
17,dev,62,"[2553, 2569): 'First Union bank'",ORG,None,"[2553, 2564): 'First Union'",,,,"""bank"" not capitalized",,,
14,dev,63,"[44, 48): 'U.S.'",LOC,None,"[44, 47): 'U.S'",,,,Ambiguous: Headlines don't have periods at the end,,,
16,dev,65,"[1226, 1249): 'Mercantile and Commerce'",ORG,None,"[988, 998): 'Mercantile'",,,,,,,
16,dev,66,"[1163, 1169): 'Pan Am'",ORG,None,"[1163, 1180): 'Pan Am flight 103'",MISC,,,,,,
17,dev,70,"[261, 277): 'Jewish West Bank'",LOC,None,"[268, 277): 'West Bank'",,,,,,,
15,dev,74,"[231, 237): 'Nickel'",ORG,None,,,,,,,,
15,dev,77,"[11, 34): 'Aw Computer Systems Inc'",ORG,Span,"[14, 34): 'Computer Systems Inc'",,,,,,,
16,dev,78,"[11, 14): 'IPO'",ORG,None,,,,,,,,
,dev,78,,,Wrong,"[81, 85): 'Name'",MISC,,,,,,
17,dev,80,"[716, 722): 'Gama'a'",ORG,Tag,,MISC,,,Egypt's largest militant group�al-Gama'a al-Islamiya�(Islamic Group),,,
17,dev,81,"[58, 76): 'Sami Aboudi AL-RAM'",PER,None,"[58, 69): 'Sami Aboudi'",,,,,,,
15,dev,82,"[38, 45): 'Mich ..'",LOC,None,"[38, 42): 'Mich'",,,,"Ambiguous: Two periods after ""Mich"", original whitespace lost during tokenization",,,
17,dev,84,"[1274, 1287): 'Raymond James'",ORG,Tag,,PER,,,"Ralph Bloch, chief technical analyst at�Raymond James.",,,
17,dev,85,"[834, 845): 'Far Eastern'",LOC,None,,MISC,,,Adjective,,,
17,dev,87,"[181, 191): 'pro-Moscow'",MISC,Missing,,,,,,,,
17,dev,87,"[595, 600): 'Cotti'",PER,Missing,,,,,,,,
15,dev,87,"[815, 828): 'OSCE Chechnya'",ORG,None,"[815, 819): 'OSCE'",ORG,,,,,,
16,dev,89,"[1042, 1050): 'Armenian'",MISC,Missing,,,,,,,,
14,dev,89,"[336, 347): 'Azerbaijani'",MISC,Tag,,PER,,,,,,
16,dev,90,"[2500, 2508): 'Longyear'",ORG,None,,LOC,,,,,,
15,dev,90,"[59, 82): 'Rolf Soderlind LONGYEAR'",PER,None,"[59, 73): 'Rolf Soderlind'",,,,,,,
17,dev,90,"[983, 991): 'Onarheim'",PER,None,,LOC,,,,,,
17,dev,91,"[11, 19): 'Ericsson'",PER,None,,ORG,,,,,,
17,dev,91,"[242, 250): 'Ericsson'",PER,None,,ORG,,,,,,
14,dev,91,"[374, 377): 'AXE'",ORG,None,,MISC,,,,,,
16,dev,91,"[399, 403): 'ISDN'",ORG,None,,,,,,,,
15,dev,101,"[54, 63): 'SEMIFINAL'",LOC,None,,,,,,,,
,dev,109,,,Tag,"[20, 27): 'ENGLAND'",LOC,,ORG,,,,
,dev,109,,,Tag,"[30, 38): 'PAKISTAN'",LOC,,ORG,,,,
17,dev,109,"[59, 69): 'BIRMINGHAM'",LOC,Tag,,ORG,,,Dateline of article,,,
,dev,109,,,Tag,"[145, 152): 'England'",LOC,,ORG,Cricket team,,,
,dev,109,,,Tag,"[157, 165): 'Pakistan'",LOC,,ORG,Cricket team,,,
,dev,109,,,Tag,"[179, 186): 'England'",LOC,,ORG,Cricket team,,,
,dev,109,,,Missing,,,"[765, 773): 'pakistan'",ORG,Cricket team,,6/18/20 20:40,
17,dev,110,"[2192, 2204): 'Jane Quigley'",PER,Sentence,"[2192, 2196): 'Jane'",PER,"[2192, 2204): 'Jane Quigley'",PER,Sentence boundary between first and last names,6/19/20 15:21,,
17,dev,110,"[2192, 2204): 'Jane Quigley'",PER,Sentence,"[2197, 2204): 'Quigley'",PER,"[2192, 2204): 'Jane Quigley'",PER,Sentence boundary between first and last names,,,
16,dev,110,"[2340, 2361): 'Svetlana Samokhvalova'",PER,Sentence,"[2340, 2348): 'Svetlana'",PER,"[2340, 2361): 'Svetlana Samokhvalova'",PER,Sentence boundary between first and last names,,,
16,dev,110,"[2340, 2361): 'Svetlana Samokhvalova'",PER,Sentence,"[2349, 2361): 'Samokhvalova'",PER,"[2340, 2361): 'Svetlana Samokhvalova'",PER,Sentence boundary between first and last names,,,
17,dev,110,"[2438, 2452): 'Rasa Mazeikyte'",PER,Sentence,"[2438, 2442): 'Rasa'",PER,"[2438, 2452): 'Rasa Mazeikyte'",PER,Sentence boundary between first and last names,,,
17,dev,110,"[2438, 2452): 'Rasa Mazeikyte'",PER,Sentence,"[2443, 2452): 'Mazeikyte'",PER,"[2438, 2452): 'Rasa Mazeikyte'",PER,Sentence boundary between first and last names,,,
17,dev,112,"[1702, 1710): 'New York'",ORG,Tag,,LOC,,,,,,
16,dev,112,"[2041, 2050): 'Ex-Yankee'",MISC,Missing,,,,,,,,
15,dev,112,"[2484, 2491): 'Seattle'",LOC,None,,ORG,,,,,,
17,dev,112,"[324, 329): 'Texas'",ORG,Tag,,LOC,,,,,,
15,dev,112,"[536, 541): 'Texas'",ORG,None,,LOC,,,"Ambiguous: ""only players in [Texas] history"" -- probably refers to Texas Rangers history, not Texas the state",,,
17,dev,112,"[791, 798): 'Indians'",ORG,Tag,,MISC,,,Cleveland Indians,,,
17,dev,115,"[594, 609): 'Stirling County'",ORG,Span,"[594, 602): 'Stirling'",,,,,,,
14,dev,118,"[271, 280): 'Leicester'",ORG,Tag,,LOC,,,,,,
14,dev,118,"[710, 720): 'Harlequins'",ORG,Tag,,LOC,,,"Harlequin F.C., located in Hampstead, UK",,,
14,dev,118,"[96, 103): 'Wallaby'",LOC,None,,ORG,,,,,,
17,dev,122,"[402, 417): 'Bolton Division'",ORG,None,"[402, 408): 'Bolton'",,,,,,,
16,dev,122,"[678, 694): 'Wrexham Division'",ORG,None,"[678, 685): 'Wrexham'",,,,,,,
17,dev,124,"[465, 472): 'Reynard'",ORG,None,"[465, 486): 'Reynard Mercedes-Benz'",,,,,,,
17,dev,124,"[597, 608): 'Al Unser Jr'",PER,Span,"[597, 605): 'Al Unser'",PER,,,,,,
15,dev,126,"[609, 618): 'All Black'",MISC,None,,ORG,,,Rugby league,,,
15,dev,130,"[180, 187): 'Rad (B)'",ORG,Span,"[180, 183): 'Rad'",,,,,,,
16,dev,130,"[635, 653): 'Division B Sloboda'",ORG,None,"[646, 653): 'Sloboda'",,,,,,,
16,dev,137,"[37, 43): 'DINAMO'",LOC,None,,ORG,,,Basketball team,,,
17,dev,141,"[1279, 1286): 'Jansher'",PER,Missing,,,,,,,,
17,dev,141,"[19, 30): 'HILL BRANDS'",PER,None,"[19, 23): 'HILL'",PER,,,,,,
17,dev,143,"[715, 732): 'BellSouth Classic'",MISC,None,"[710, 732): '1993 BellSouth Classic'",MISC,,,,,,
15,dev,144,"[1643, 1647): 'U.S.'",MISC,None,"[1643, 1652): 'U.S. Open'",,,,,,,
14,dev,144,"[303, 307): 'U.S.'",MISC,None,"[303, 312): 'U.S. Open'",,,,,,,
17,dev,146,"[112, 119): 'Fed Cup'",MISC,None,"[107, 119): '1997 Fed Cup'	",,,,,,,
17,dev,146,"[369, 383): 'World Group II'",MISC,None,,,,,,,,
,dev,148,,,Wrong,"[228, 244): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,dev,148,,,Wrong,"[376, 392): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,dev,148,,,Wrong,"[514, 530): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,dev,148,,,Wrong,"[816, 832): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
14,dev,148,"[1333, 1355): 'CINCINNATI LOS ANGELES'",LOC,None,"[1344, 1355): 'LOS ANGELES'",ORG,,,,,,
14,dev,148,"[690, 705): 'SEATTLE CHICAGO'",LOC,None,"[698, 705): 'CHICAGO'",ORG,,,,,,
15,dev,148,"[975, 982): 'CENTRAL'",MISC,Wrong,"[975, 991): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,dev,148,,,Wrong,"[1112, 1128): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,dev,148,,,Tag,"[669, 676): 'DETROIT'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[690, 697): 'SEATTLE'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[709, 716): 'TORONTO'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[730, 739): 'MILWAUKEE'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[753, 758): 'TEXAS'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[769, 776): 'OAKLAND'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[789, 799): 'CALIFORNIA'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[1266, 1273): 'CHICAGO'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[1285, 1295): 'PITTSBURGH'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[1313, 1321): 'NEW YORK'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[1333, 1343): 'CINCINNATI'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[1359, 1371): 'PHILADELPHIA'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[1385, 1393): 'MONTREAL'",LOC,,ORG,Baseball team,,,
,dev,148,,,Tag,"[1406, 1414): 'ST LOUIS'",LOC,,ORG,Baseball team,,,
17,dev,149,"[81, 102): 'Major League Baseball'",MISC,Sentence,"[81, 93): 'Major League'",MISC,,ORG,"Sentence boundary between ""League"" and ""Baseball""",,6/19/20 15:49,
16,dev,150,"[1872, 1883): 'Los Angeles'",LOC,None,,ORG,,,,6/19/20 19:39,,
17,dev,150,"[3115, 3123): 'Montreal'",ORG,Tag,,LOC,,MISC,"""one Montreal hit""",,,
17,dev,150,"[3142, 3150): 'Montreal'",ORG,Tag,,LOC,,,,,,
,dev,152,,,Missing,,,"[41, 44): 'WBO'",ORG,,,,
17,dev,152,"[120, 123): 'WBO'",MISC,None,,ORG,,,Ambiguous: WBO title,,,
16,dev,153,"[1465, 1470): 'Scots'",MISC,Missing,,,,,,,,
15,dev,155,"[1037, 1048): 'Espanyol of'",ORG,None,"[1037, 1045): 'Espanyol'",ORG,,,,,,
16,dev,155,"[1049, 1058): 'Barcelona'",ORG,None,,LOC,,,,,,
17,dev,155,"[2030, 2038): 'Becerril'",ORG,None,,PER,,,,,,
17,dev,157,"[132, 141): 'World Cup'",MISC,None,"[127, 141): '1998 World Cup'",,,,,,,
16,dev,162,"[19, 28): 'KNOCK-OUT'",PER,None,,,,,,,,
17,dev,162,"[238, 241): 'WBA'",MISC,None,,ORG,,,Ambiguous: WBA title,,,
17,dev,164,"[124, 127): 'WBA'",MISC,None,,ORG,,,Ambiguous: WBA title,,,
,dev,165,,,Span,"[25, 45): 'TATTERSALLS BREEDERS'",MISC,"[25, 52): 'TATTERSALLS BREEDERS STAKES'",MISC,,,,
16,dev,165,"[93, 120): 'Tattersalls Breeders Stakes'",MISC,Sentence,"[93, 113): 'Tattersalls Breeders'",MISC,"[93, 120): 'Tattersalls Breeders Stakes'",MISC,"Sentence boundary between ""Breeders"" and ""Stakes""",,,
16,dev,165,"[93, 120): 'Tattersalls Breeders Stakes'",MISC,Sentence,"[114, 120): 'Stakes'",MISC,"[93, 120): 'Tattersalls Breeders Stakes'",MISC,"Sentence boundary between ""Breeders"" and ""Stakes""",,,
15,dev,166,"[158, 162): '1998'",MISC,Span,"[163, 172): 'World Cup'",MISC,"[158, 172): '1998 World Cup'",MISC,,,,
14,dev,169,"[11, 16): 'Paper'",ORG,None,,,,,,,,
15,dev,170,"[1803, 1806): 'Sir'",PER,None,"[1807, 1821): 'Anthony Quayle'",,,,Titles not considered part of the PER entity,,,
17,dev,170,"[1965, 1980): 'Cardinal Wolsey'",PER,None,"[1974, 1980): 'Wolsey'",,,,Titles not considered part of the PER entity,,,
17,dev,170,"[2972, 2991): 'Alan John Percivale'",PER,None,"[2972, 3007): 'Alan John Percivale (A.J.P.) Taylor'",PER,,,,,,
17,dev,170,"[2993, 2999): 'A.J.P.'",ORG,None,"[2972, 3007): 'Alan John Percivale (A.J.P.) Taylor'",PER,,,,,,
16,dev,170,"[3001, 3007): 'Taylor'",PER,None,"[2972, 3007): 'Alan John Percivale (A.J.P.) Taylor'",PER,,,,,,
17,dev,170,"[3380, 3397): 'Stars and Stripes'",ORG,None,,MISC,,,,,,
15,dev,170,"[625, 635): 'Holy Roman'",MISC,None,"[630, 635): 'Roman'",MISC,,,"Ambiguous: ""Holy Roman Emperor Charles VI""",,,
16,dev,172,"[969, 982): 'Conservatives'",MISC,Missing,,,,,Members of the Conservative party,,,
15,dev,173,"[572, 576): '1991'",MISC,None,"[577, 585): 'Gulf War'",MISC,,,,,,
17,dev,178,"[11, 32): 'S. African Afrikaners'",MISC,None,"[11, 21): 'S. African'",MISC,,,,,,
17,dev,178,"[1513, 1522): 'Coloureds'",MISC,None,,,,,,,,
17,dev,184,"[789, 795): 'Granma'",PER,None,,ORG,,,,,,
17,dev,185,"[54, 62): 'SANTIAGO'",LOC,Tag,,PER,,,,,,
15,dev,189,"[2609, 2615): 'Insein'",LOC,None,"[2609, 2622): 'Insein Prison'",LOC,,,,,,
16,dev,189,"[3072, 3085): 'James Leander'",PER,None,"[3072, 3099): 'James Leander (Leo) Nichols'",PER,,,,,,
16,dev,191,"[1031, 1041): 'Korean War'",MISC,Span,"[1031, 1037): 'Korean'",MISC,,,,,,
15,dev,191,"[340, 352): 'North Korean'",MISC,None,"[340, 362): 'North Korean Red Cross'",ORG,,,,,,
15,dev,191,"[660, 670): 'Korean War'",MISC,Span,"[660, 666): 'Korean'",MISC,,,,,,
14,dev,192,"[634, 653): 'Cultural Revolution'",MISC,None,"[626, 653): '1966-76 Cultural Revolution'",MISC,,,Ambiguous: Should the years be part of the entity?,,,
16,dev,192,"[972, 995): 'Democracy Wall movement'",ORG,None,"[972, 986): 'Democracy Wall'",ORG,,,,,,
16,dev,193,"[545, 568): 'Democracy Wall movement'",ORG,None,"[545, 559): 'Democracy Wall'",ORG,,,,,,
16,dev,194,"[537, 556): 'Chinese Nationalist'",MISC,Span,"[537, 544): 'Chinese'",MISC,,,Kuomintang party,,,
15,dev,197,"[11, 20): 'Ceasefire'",ORG,None,,,,,,,,
14,dev,197,"[177, 182): 'south'",LOC,None,,,,,,,,
14,dev,197,"[478, 499): 'U.N. Interim Force in'",ORG,None,"[478, 507): 'U.N. Interim Force in Lebanon'",ORG,,,,,,
17,dev,197,"[500, 507): 'Lebanon'",LOC,None,"[478, 507): 'U.N. Interim Force in Lebanon'",ORG,,,,,,
17,dev,198,"[39, 47): 'aid-U.N.'",ORG,Span,"[39, 47): 'aid-U.N.'",MISC,"[43, 47): 'U.N.'",ORG,"Tokenizer treats ""aid-U.N."" as one token__ ALSo needs to change tag. The tag is also currently incorrect",,,
17,dev,199,"[106, 122): 'Turkish-operated'",MISC,Missing,,,,,,,,
16,dev,199,"[139, 147): 'Bahraini'",MISC,Tag,,LOC,,,,,,
14,dev,199,"[39, 47): 'Bahraini'",MISC,Tag,,LOC,,,,,,
16,dev,200,"[1241, 1255): 'KDP-controlled'",MISC,Missing,,,,,,,,
16,dev,204,"[502, 519): 'Lilac Falls Motel'",ORG,Span,"[160, 171): 'Lilac Falls'",LOC,"[502, 519): 'Lilac Falls Motel'",LOC,"Second annotation later in same document includes ""Motel"" in the entity",,,
17,dev,206,"[2472, 2483): 'Carl Vinson'",PER,None,,MISC,,,Aircraft carrier,,,
16,dev,206,"[458, 471): 'Mediterranean'",LOC,Tag,,MISC,,,"""Enterprise was in the eastern Mediterranean""",,,
15,dev,210,"[391, 413): 'Italian Roman Catholic'",MISC,None,"[399, 413): 'Roman Catholic'",MISC,,,,,,
14,dev,214,"[1643, 1648): 'Oscar'",MISC,Tag,,PER,,,"""nominated for an Oscar""",,,
17,dev,214,"[187, 202): 'Michael Collins'",PER,None,,MISC,,,Film,,,
14,dev,214,"[2740, 2755): 'Michael Collins'",PER,None,,MISC,,,Film,,6/19/20 20:15,
14,test,0,"[207, 214): 'Group C'",MISC,None,,,,,Divisions of leagues not considered entities,,,
14,test,0,"[66, 84): 'Nadim Ladki AL-AIN'",LOC,None,"[78, 84): 'AL-AIN'",,,,,,,
17,test,1,"[691, 700): 'World Cup'",MISC,None,"[686, 700): '1995 World Cup'",,,,,,,
,test,3,,,Token,"[21, 37): 'SKIING-WORLD CUP'",MISC,"[28, 37): 'WORLD CUP'",MISC,,,,
14,test,3,"[11, 20): 'FREESTYLE'",PER,None,,,,,,,,
16,test,6,"[19, 26): 'ENGLISH'",MISC,None,"[19, 35): 'ENGLISH F.A. CUP'",,,,,,,
15,test,6,"[27, 35): 'F.A. CUP'",MISC,None,"[19, 35): 'ENGLISH F.A. CUP'",,,,,,,
,test,6,,,Sentence,"[88, 110): 'English F.A. Challenge'",MISC,"[88, 114): 'English F.A. Challenge Cup'",MISC,,,,
,test,6,,,Sentence,"[111, 114): 'Cup'",MISC,"[88, 114): 'English F.A. Challenge Cup'",MISC,,,,
17,test,7,"[645, 654): 'Feyenoord'",PER,None,,ORG,,,,,,
14,test,9,"[648, 660): 'Villeurbanne'",PER,None,,ORG,,,,,,
16,test,9,"[804, 814): 'Pau-Orthez'",PER,None,,ORG,,,,,,
14,test,10,"[57, 77): 'Robert Kitson LONDON'",PER,None,"[57, 70): 'Robert Kitson'",,,,,,,
16,test,11,"[26, 30): 'OPEN'",MISC,None,"[17, 30): 'ZIMBABWE OPEN'",,,,,,,
17,test,11,"[495, 509): 'Desvonde Botes'",PER,Sentence,"[495, 503): 'Desvonde'",PER,,,Sentence boundary between first and last name,,,
17,test,11,"[495, 509): 'Desvonde Botes'",PER,Sentence,"[504, 509): 'Botes'",PER,,,Sentence boundary between first and last name,,,
14,test,12,"[1318, 1324): 'REUTER'",PER,None,,ORG,,,,,,
,test,18,,,Tag,"[143, 151): 'Tasmania'",LOC,,ORG,Cricket team,,,
