num_models,fold,doc_offset,model_span,model_ent_type,error_type,corpus_span,corpus_ent_type,correct_span,correct_ent_type,notes,time_started,time_stopped,time_elapsed
17,dev,28,"[411, 422): 'Steve Waugh'",PER,Sentence,"[417, 422): 'Waugh'",PER,,,Sentence boundary between first and last name,,7/2/20 11:30,
,dev,33,,,Missing,,,"[11, 16): 'NYMEX'",MISC,"New York Mercantile Exchange, used as an adjective",7/6/20 12:10,,
,dev,33,,,Missing,,,"[81, 86): 'NYMEX'",MISC,"New York Mercantile Exchange, used as an adjective",,,
16,dev,33,"[1186, 1191): 'NYMEX'",ORG,Missing,,,,,New York Mercantile Exchange,,,
16,dev,34,"[2269, 2281): 'Jackson Hole'",LOC,None,"[2269, 2291): 'Jackson Hole symposium'",MISC,,,"Ambiguous: ""the annual Jackson Hole symposium""",,,
13,dev,35,"[70, 75): 'Mich.'",LOC,Span,"[70, 74): 'Mich'",LOC,,,Period on abbreviation at end of dateline,,,
14,dev,37,"[539, 554): 'Saddam (Hussein'",PER,None,"[539, 545): 'Saddam'",PER,,,"Ambiguous: The Iraqis claimed they were ""ordinary people persecuted by the regime of Saddam (Hussein)"" ",,,
14,dev,37,"[539, 554): 'Saddam (Hussein'",PER,None,"[547, 554): 'Hussein'",PER,,,"Ambiguous: The Iraqis claimed they were ""ordinary people persecuted by the regime of Saddam (Hussein)"" ",,,
17,dev,38,"[1011, 1016): 'MATIF'",ORG,Missing,,,,,,,,
17,dev,38,"[1217, 1220): 'BTP'",ORG,None,,,,,Type of Italian government bond,,,
16,dev,38,"[2635, 2663): 'Kansai International Airport'",LOC,None,,ORG,,,The airport as originator of a bond issue,,,
17,dev,38,"[334, 338): 'Bund'",MISC,None,,,,,German government bond,,,
12,dev,38,"[496, 501): 'Gilts'",ORG,None,,,,,British government bonds,,,
16,dev,38,"[624, 631): 'Chicago'",ORG,None,"[624, 635): 'Chicago PMI'",MISC,,,,,,
17,dev,38,"[632, 635): 'PMI'",ORG,None,"[624, 635): 'Chicago PMI'",MISC,,,,,,
17,dev,38,"[735, 738): 'PMI'",ORG,Missing,,,"[735, 738): 'PMI'",MISC,the PMI survey,,,
17,dev,39,"[11, 23): 'Boxing-Bruno'",PER,Token,"[11, 23): 'Boxing-Bruno'",MISC,"[18, 23): 'Bruno'",PER,"Tokenizer treated ""Boxing-Bruno"" as one token",,,
13,dev,42,"[476, 516): 'Driefontein Consolidated and Gold Fields'",ORG,Missing,,,"[476, 500): 'Driefontein Consolidated'",ORG,,,,
13,dev,42,"[476, 516): 'Driefontein Consolidated and Gold Fields'",ORG,Missing,,,"[505, 516): 'Gold Fields'",ORG,,,,
14,dev,42,"[519, 539): 'Kloof Gold Mining Co'",ORG,Span,"[476, 539): 'Driefontein Consolidated and Gold Fields ' Kloof Gold Mining Co'",ORG,"[519, 539): 'Kloof Gold Mining Co'",ORG,,,,
12,dev,48,"[52, 72): 'Larisa Sayenko MINSK'",PER,None,"[52, 66): 'Larisa Sayenko'",PER,,,,,,
17,dev,49,"[1920, 1925): 'Tajik'",LOC,None,"[1920, 1925): 'Tajik'",MISC,,,,,,
16,dev,49,"[53, 74): 'Yuri Kushko TAVILDARA'",PER,None,"[53, 64): 'Yuri Kushko'",PER,,,,,,
14,dev,54,"[295, 299): 'GDRs'",MISC,None,,,,,"Global depository receipts, a type of stock share",,,
16,dev,56,"[827, 830): 'C-4'",MISC,None,,,,,,,,
16,dev,58,"[1033, 1057): 'Prince Norodom Ranariddh'",PER,None,"[1040, 1057): 'Norodom Ranariddh'",PER,,,,,,
14,dev,59,"[2024, 2029): 'Comex'",MISC,Missing,,,,,"""New York's Comex market""",,,
16,dev,60,"[456, 462): 'Pan Am'",MISC,None,"[456, 462): 'Pan Am'",ORG,,,,,,
16,dev,61,"[4515, 4530): 'Dow Jones index'",MISC,None,"[4515, 4524): 'Dow Jones'",MISC,,,,,,
16,dev,61,"[69, 90): 'Pierre Belec NEW YORK'",PER,None,"[69, 81): 'Pierre Belec'",PER,,,,,,
17,dev,62,"[2553, 2569): 'First Union bank'",ORG,None,"[2553, 2564): 'First Union'",ORG,,,"Ambiguous: ""bank"" not capitalized",,,
12,dev,62,"[55, 82): 'Glenn Somerville WASHINGTON'",PER,None,"[55, 71): 'Glenn Somerville'",PER,,,,,,
13,dev,63,"[44, 48): 'U.S.'",LOC,None,"[44, 47): 'U.S'",LOC,,,Ambiguous: Period at end of abbreviation at end of title,,,
15,dev,65,"[1125, 1140): 'asset-St. Louis'",LOC,Token,"[1125, 1134): 'asset-St.'",MISC,"[1131, 1140): 'St. Louis'",LOC,Sentence boundary and tokenization issue at the same place,,,
15,dev,65,"[1125, 1140): 'asset-St. Louis'",LOC,Sentence,"[1135, 1140): 'Louis'",MISC,"[1131, 1140): 'St. Louis'",LOC,Sentence boundary and tokenization issue at the same place,,,
17,dev,65,"[1226, 1249): 'Mercantile and Commerce'",ORG,None,"[1226, 1236): 'Mercantile'",ORG,,,Mercantile and Commerce are two different banks,,,
17,dev,70,"[261, 277): 'Jewish West Bank'",LOC,None,"[268, 277): 'West Bank'",LOC,,,,,,
14,dev,77,"[11, 34): 'Aw Computer Systems Inc'",ORG,Span,"[14, 34): 'Computer Systems Inc'",ORG,,,,,,
,dev,78,,,Wrong,"[81, 85): 'Name'",MISC,,,,,,
15,dev,78,"[11, 14): 'IPO'",ORG,None,,,,,,,,
16,dev,80,"[716, 722): 'Gama'a'",ORG,Tag,,MISC,,,"Reference to ""Egypt's largest militant group al-Gama'a al-Islamiya""",,,
16,dev,81,"[58, 76): 'Sami Aboudi AL-RAM'",PER,None,"[58, 69): 'Sami Aboudi'",PER,,,,,,
15,dev,82,"[38, 45): 'Mich ..'",LOC,None,"[38, 42): 'Mich'",LOC,,,Ambiguous: Someone pressed the period key twice,,,
13,dev,82,"[476, 483): 'Bodman,'",ORG,None,"[476, 501): 'Bodman, Longely & Dahling'",ORG,,,,,,
14,dev,82,"[484, 501): 'Longely & Dahling'",ORG,None,"[476, 501): 'Bodman, Longely & Dahling'",ORG,,,,,7/6/20 12:52,
14,dev,84,"[1274, 1287): 'Raymond James'",ORG,Tag,"[1274, 1287): 'Raymond James'",PER,,,,7/6/20 14:04,,
12,dev,86,"[306, 309): 'FTO'",MISC,Tag,"[306, 309): 'FTO'",ORG,,MISC,Name of a type of options contract (Notional Guilder Bond Future),,,
,dev,86,,,Tag,"[923, 926): 'FTO'",ORG,,MISC,Name of a type of options contract (Notional Guilder Bond Future),,,
17,dev,87,"[181, 191): 'pro-Moscow'",MISC,Missing,,,,,,,,
17,dev,87,"[595, 600): 'Cotti'",PER,Missing,,,,,"powers there, "" said Cotti, who",,,
16,dev,87,"[815, 828): 'OSCE Chechnya'",ORG,None,"[815, 819): 'OSCE'",ORG,,,,,,
15,dev,89,"[1042, 1050): 'Armenian'",MISC,Missing,,,,,,,,
13,dev,89,"[336, 347): 'Azerbaijani'",MISC,Tag,"[336, 347): 'Azerbaijani'",PER,,,[Azerbaijani] presidential adviser Vafa Gulizade,,,
16,dev,90,"[2500, 2508): 'Longyear'",ORG,None,,LOC,,,,,,
16,dev,90,"[59, 82): 'Rolf Soderlind LONGYEAR'",PER,None,"[59, 73): 'Rolf Soderlind'",PER,,,,,,
17,dev,90,"[983, 991): 'Onarheim'",PER,None,"[983, 991): 'Onarheim'",LOC,,,,,,
17,dev,91,"[11, 19): 'Ericsson'",PER,None,,ORG,,,,,,
17,dev,91,"[242, 250): 'Ericsson'",PER,None,,ORG,,,,,,
13,dev,91,"[399, 403): 'ISDN'",ORG,None,,,,,Communications standards not considered entities,,,
12,dev,93,"[469, 476): 'JAKARTA'",ORG,None,"[469, 481): 'JAKARTA POST'",ORG,,,,,,
12,dev,94,"[185, 193): 'YEAR-AGO'",ORG,None,,,,,,,,
13,dev,100,"[1045, 1049): 'Real'",PER,None,"[1045, 1049): 'Real'",ORG,,,,,,
12,dev,100,"[43, 50): 'SCRAPPY'",MISC,None,,,,,,,,
13,dev,101,"[36, 44): 'BRADFORD'",LOC,None,,ORG,,,,,,
15,dev,101,"[54, 63): 'SEMIFINAL'",LOC,None,,,,,,,,
16,dev,108,"[543, 546): 'Aki'",ORG,Tag,"[543, 546): 'Aki'",PER,,,,,,
17,dev,109,"[59, 69): 'BIRMINGHAM'",LOC,Tag,"[59, 69): 'BIRMINGHAM'",ORG,,,Dateline of article,,,
,dev,109,,,Tag,"[20, 27): 'ENGLAND'",LOC,,,Cricket team,,,
,dev,109,,,Tag,"[30, 38): 'PAKISTAN'",LOC,,,Cricket team,,,
,dev,109,,,Tag,"[145, 152): 'England'",LOC,,,Cricket team,,,
,dev,109,,,Tag,"[157, 165): 'Pakistan'",LOC,,,Cricket team,,,
,dev,109,,,Tag,"[179, 186): 'England'",LOC,,,Cricket team,,,
14,dev,109,"[765, 785): 'pakistan Saeed Anwar'",PER,Missing,,,"[765, 773): 'pakistan'",ORG,Cricket team,,,
17,dev,110,"[2192, 2204): 'Jane Quigley'",PER,Sentence,"[2192, 2196): 'Jane'",PER,,,Sentence boundary between first and last name,,,
17,dev,110,"[2192, 2204): 'Jane Quigley'",PER,Sentence,"[2197, 2204): 'Quigley'",PER,,,Sentence boundary between first and last name,,,
15,dev,110,"[2340, 2361): 'Svetlana Samokhvalova'",PER,Sentence,"[2340, 2348): 'Svetlana'",PER,,,Sentence boundary between first and last name,,,
15,dev,110,"[2340, 2361): 'Svetlana Samokhvalova'",PER,Sentence,"[2349, 2361): 'Samokhvalova'",PER,,,Sentence boundary between first and last name,,,
17,dev,110,"[2438, 2452): 'Rasa Mazeikyte'",PER,Sentence,"[2438, 2442): 'Rasa'",PER,,,Sentence boundary between first and last name,,,
17,dev,110,"[2438, 2452): 'Rasa Mazeikyte'",PER,Sentence,"[2443, 2452): 'Mazeikyte'",PER,,,Sentence boundary between first and last name,,,
17,dev,112,"[1702, 1710): 'New York'",ORG,Tag,"[1702, 1710): 'New York'",LOC,,,New York snapped a season-high five-game losing streak,,,
17,dev,112,"[324, 329): 'Texas'",ORG,Tag,"[324, 329): 'Texas'",LOC,,,Texas Rangers,,,
12,dev,112,"[536, 541): 'Texas'",ORG,None,"[536, 541): 'Texas'",LOC,,,"Ambiguous: ""the only players in Texas history"" -- probably refers to Texas Rangers history ",,,
17,dev,112,"[791, 798): 'Indians'",ORG,Tag,"[791, 798): 'Indians'",MISC,,,Cleveland Indians,,,
12,dev,112,"[900, 905): 'Texas'",ORG,Tag,"[900, 905): 'Texas'",LOC,,,"Texas Rangers: ""...said Texas manager Johnny Oates…""",LOC,,
,dev,112,,,Wrong,"[2962, 2965): 'RBI'",MISC,,,Run batted in,,,
,dev,112,,,Tag,"[2973, 2980): 'Chicago'",LOC,,ORG,Chicago White Sox,,,
,dev,112,,,Wrong,"[3804, 3807): 'ERA'",MISC,,,Earned run average,,,
,dev,112,,,Tag,"[3827, 3838): 'Kansas City'",LOC,,ORG,Kansas City has scored only one run in two games.,,,
17,dev,115,"[594, 609): 'Stirling County'",ORG,Span,"[594, 602): 'Stirling'",ORG,,,,,,
,dev,118,,,,"[50, 55): 'DWYER'",ORG,,PER,coach Bob Dwyer,,,
15,dev,118,"[271, 280): 'Leicester'",ORG,Tag,"[271, 280): 'Leicester'",LOC,,,...coach Bob Dwyer on his league coaching debut with [Leicester].,,,
14,dev,118,"[710, 720): 'Harlequins'",ORG,Tag,"[710, 720): 'Harlequins'",LOC,,,Harlequin F.C.,,,
17,dev,122,"[402, 417): 'Bolton Division'",ORG,None,"[402, 408): 'Bolton'",ORG,,,,,,
17,dev,122,"[678, 694): 'Wrexham Division'",ORG,None,"[678, 685): 'Wrexham'",ORG,,,,,,
13,dev,124,"[285, 292): 'Reynard'",ORG,None,"[285, 298): 'Reynard Honda'",ORG,,,,,,
17,dev,124,"[465, 472): 'Reynard'",ORG,None,"[465, 486): 'Reynard Mercedes-Benz'",ORG,,,,,,
17,dev,124,"[597, 608): 'Al Unser Jr'",PER,Span,"[597, 605): 'Al Unser'",PER,,,,,,
14,dev,124,"[723, 744): 'Reynard Ford Cosworth'",PER,None,"[723, 744): 'Reynard Ford Cosworth'",ORG,,,,,,
15,dev,124,"[781, 794): 'Reynard Honda'",PER,None,"[781, 794): 'Reynard Honda'",ORG,,,,,,
,dev,126,,,Tag,"[105, 117): 'South Africa'",LOC,,ORG,Rugby team,,,
,dev,126,,,Tag,"[350, 361): 'New Zealand'",LOC,,ORG,Rugby team,,,
,dev,126,,,Tag,"[523, 534): 'New Zealand'",LOC,,ORG,Rugby team,,,
12,dev,126,"[3225, 3238): 'Alama Ieremia'",ORG,None,"[3225, 3238): 'Alama Ieremia'",PER,,,,,,
14,dev,126,"[609, 618): 'All Black'",MISC,None,"[609, 618): 'All Black'",ORG,,,,,,
,dev,126,,,Tag,"[2795, 2807): 'South Africa'",LOC,,ORG,Rugby team,,,
,dev,126,,,Tag,"[3190, 3201): 'New Zealand'",LOC,,ORG,Rugby team,,,
17,dev,130,"[180, 187): 'Rad (B)'",ORG,Span,"[180, 183): 'Rad'",ORG,,,,,,
16,dev,130,"[635, 653): 'Division B Sloboda'",ORG,None,"[646, 653): 'Sloboda'",ORG,,,,,,
13,dev,135,"[19, 26): 'ARMENIA'",ORG,Tag,"[19, 26): 'ARMENIA'",LOC,,ORG,Soccer team,,,
,dev,135,,,Tag,"[31, 39): 'PORTUGAL'",LOC,,ORG,Soccer team,,,
,dev,135,,,Tag,"[92, 99): 'Armenia'",LOC,,ORG,Soccer team,,,
,dev,135,,,Tag,"[104, 112): 'Portugal'",LOC,,ORG,Soccer team,,,
13,dev,137,"[23, 31): 'BENETTON'",LOC,None,"[23, 31): 'BENETTON'",ORG,,,,,,
17,dev,137,"[37, 43): 'DINAMO'",LOC,None,"[37, 43): 'DINAMO'",ORG,,,,,,
13,dev,140,"[128, 145): 'European Under-21'",MISC,Span,"[128, 136): 'European'",MISC,,,https://en.wikipedia.org/wiki/UEFA_European_Under-21_Championship,,,
17,dev,141,"[1279, 1286): 'Jansher'",PER,Missing,,,,,,,,
13,dev,141,"[19, 30): 'HILL BRANDS'",PER,None,"[19, 23): 'HILL'",PER,,,,,,
17,dev,143,"[715, 732): 'BellSouth Classic'",MISC,None,"[710, 732): '1993 BellSouth Classic'",MISC,,,,,,
13,dev,144,"[1643, 1647): 'U.S.'",MISC,None,"[1643, 1652): 'U.S. Open'",MISC,,,,,,
13,dev,144,"[303, 307): 'U.S.'",MISC,None,"[303, 312): 'U.S. Open'",MISC,,,,,,
17,dev,146,"[112, 119): 'Fed Cup'",MISC,None,"[107, 119): '1997 Fed Cup'",MISC,,,,,,
,dev,146,,,Tag,"[229, 242): 'United States'",LOC,,ORG,Tennis team,,,
14,dev,146,"[246, 272): 'Netherlands Czech Republic'",LOC,Tag,"[246, 257): 'Netherlands'",LOC,"[246, 257): 'Netherlands'",ORG,Tennis team,,,
,dev,146,,,Tag,"[258, 272): 'Czech Republic'",LOC,,ORG,Tennis team,,,
,dev,146,,,Tag,"[276, 283): 'Germany'",LOC,,ORG,Tennis team,,,
,dev,146,,,Tag,"[284, 290): 'France'",LOC,,ORG,Tennis team,,,
,dev,146,,,Tag,"[294, 299): 'Japan'",LOC,,ORG,Tennis team,,,
,dev,146,,,Tag,"[300, 305): 'Spain'",LOC,,ORG,Tennis team,,,
,dev,146,,,Tag,"[309, 316): 'Belgium'",LOC,,ORG,Tennis team,,,
,dev,146,,,Tag,"[409, 416): 'Austria'",LOC,,ORG,Tennis team,,,
14,dev,146,"[420, 439): 'Croatia Switzerland'",LOC,Tag,"[420, 427): 'Croatia'",LOC,"[420, 427): 'Croatia'",ORG,Tennis team,,,
14,dev,146,"[420, 439): 'Croatia Switzerland'",LOC,Tag,"[428, 439): 'Switzerland'",LOC,"[428, 439): 'Switzerland'",ORG,Tennis team,,,
,dev,146,,,Tag,"[443, 458): 'Slovak Republic'",LOC,,ORG,Tennis team,,,
,dev,146,,,Tag,"[459, 468): 'Argentina'",LOC,,ORG,Tennis team,,,
14,dev,146,"[472, 493): 'South Korea Australia'",LOC,Tag,"[472, 483): 'South Korea'",LOC,"[472, 483): 'South Korea'",ORG,Tennis team,,,
14,dev,146,"[472, 493): 'South Korea Australia'",LOC,Tag,"[484, 493): 'Australia'",LOC,"[484, 493): 'Australia'",ORG,Tennis team,,,
,dev,146,,,Tag,"[497, 509): 'South Africa'",LOC,,ORG,Tennis team,,,
16,dev,146,"[369, 383): 'World Group II'",MISC,None,,,,,,,,
13,dev,148,"[1359, 1381): 'PHILADELPHIA SAN DIEGO'",LOC,Tag,"[1359, 1371): 'PHILADELPHIA'",LOC,"[1359, 1371): 'PHILADELPHIA'",ORG,Baseball team,,,
12,dev,148,"[690, 705): 'SEATTLE CHICAGO'",LOC,Tag,"[690, 697): 'SEATTLE'",LOC,"[690, 697): 'SEATTLE'",ORG,Baseball team,,,
13,dev,148,"[816, 823): 'EASTERN'",ORG,None,,,,,,,,
17,dev,149,"[81, 102): 'Major League Baseball'",MISC,Sentence,"[81, 93): 'Major League'",MISC,,,"Sentence boundary between ""League"" and ""Baseball""",,,
,dev,150,,,Wrong,"[40, 43): 'ERA'",MISC,,,Earned run average,,,
,dev,150,,,Wrong,"[101, 104): 'ERA'",MISC,,,Earned run average,,,
,dev,150,,,Wrong,"[164, 167): 'RBI'",MISC,,,Runs batted in,,,
,dev,150,,,Wrong,"[3709, 3712): 'RBI'",MISC,,,Runs batted in,,,
,dev,150,,,Wrong,"[3953, 3956): 'RBI'",MISC,,,Runs batted in,,,
,dev,150,,,Wrong,"[4459, 4462): 'RBI'",MISC,,,Runs batted in,,,
,dev,150,,,Wrong,"[4617, 4620): 'RBI'",MISC,,,Runs batted in,,,
14,dev,150,"[1305, 1319): 'Jerry) Koosman'",PER,None,"[1304, 1319): '(Jerry) Koosman'",PER,,,,,,
16,dev,150,"[1872, 1883): 'Los Angeles'",LOC,None,,ORG,,,,,,
12,dev,150,"[2463, 2470): 'Chicago'",ORG,Tag,,LOC,,,,,,
,dev,150,,,Tag,"[2533, 2540): 'Atlanta'",LOC,,ORG,Atlanta Braves,,,
17,dev,150,"[3115, 3123): 'Montreal'",ORG,Tag,"[3115, 3123): 'Montreal'",LOC,,ORG,Mike Oquist allowed one Montreal hit in the ninth.,,,
17,dev,150,"[3142, 3150): 'Montreal'",ORG,Tag,"[3142, 3150): 'Montreal'",LOC,,ORG,Montreal lost for the ninth time in 14 games.,,,
14,dev,152,"[120, 123): 'WBO'",MISC,None,"[120, 123): 'WBO'",ORG,,,,,,
,dev,153,,,Tag,"[19, 26): 'AUSTRIA'",LOC,,ORG,Soccer team,,,
,dev,153,,,Tag,"[36, 44): 'SCOTLAND'",LOC,,ORG,Soccer team,,,
,dev,153,,,Tag,"[100, 107): 'Austria'",LOC,,ORG,Soccer team,,,
,dev,153,,,Tag,"[163, 171): 'Scotland'",LOC,,ORG,Soccer team,,,
,dev,153,,,Tag,"[307, 315): 'Scotland'",LOC,,ORG,Soccer team,,,
,dev,153,,,Tag,"[330, 337): 'Belarus'",LOC,,ORG,Soccer team,,,
,dev,153,,,Tag,"[418, 425): 'Austria'",LOC,,ORG,Soccer team,,,
,dev,153,,,Tag,"[786, 794): 'Scotland'",LOC,,ORG,Soccer team,,,
,dev,153,,,Tag,"[886, 894): 'Scotland'",LOC,,ORG,Soccer team,,,
,dev,153,,,Tag,"[1651, 1658): 'Austria'",LOC,,ORG,Soccer team,,,
,dev,153,,,Tag,"[1890, 1898): 'Scotland'",LOC,,ORG,Soccer team,,,
13,dev,153,"[1465, 1470): 'Scots'",MISC,Missing,,,,,,,,
14,dev,155,"[1037, 1048): 'Espanyol of'",ORG,None,"[1037, 1045): 'Espanyol'",ORG,,,,,,
16,dev,155,"[1049, 1058): 'Barcelona'",ORG,None,"[1049, 1058): 'Barcelona'",LOC,,,,,,
