num_models,fold,doc_offset,model_span,model_ent_type,error_type,corpus_span,corpus_ent_type,correct_span,correct_ent_type,notes,time_started,time_stopped,time_elapsed
17,train,41,"[364, 378): 'Czech Republic'",LOC,Sentence,"[370, 378): 'Republic'",LOC,,,"Sentence boundary between ""Czech"" and ""Republic""",,,
17,train,43,"[2104, 2117): 'Dynamo Batumi'",ORG,Sentence,"[2104, 2110): 'Dynamo'",ORG,,,"Sentence boundary between ""Dynamo"" and ""Batumi""",,,
17,train,43,"[2104, 2117): 'Dynamo Batumi'",ORG,Sentence,"[2111, 2117): 'Batumi'",ORG,,,"Sentence boundary between ""Dynamo"" and ""Batumi""",,,
17,train,43,"[2364, 2376): 'Petr Gabriel'",PER,Sentence,"[2364, 2368): 'Petr'",PER,,,Sentence boundary between first and last name,,,
17,train,43,"[2364, 2376): 'Petr Gabriel'",PER,Sentence,"[2369, 2376): 'Gabriel'",PER,,,Sentence boundary between first and last name,,,
17,train,43,"[2668, 2690): 'Constructorul Chisinau'",ORG,Sentence,"[2668, 2681): 'Constructorul'",ORG,,,"Sentence boundary between ""Constructorul"" and ""Chisinau""",,,
17,train,43,"[2668, 2690): 'Constructorul Chisinau'",ORG,Sentence,"[2682, 2690): 'Chisinau'",ORG,,,"Sentence boundary between ""Constructorul"" and ""Chisinau""",,,
16,train,43,"[2765, 2777): 'Anjalonkoski'",LOC,Tag,,LOC,,,https://en.wikipedia.org/wiki/Anjalankoski,,,
17,train,43,"[84, 110): 'European Cup Winners ' Cup'",MISC,Sentence,"[84, 106): 'European Cup Winners ''",MISC,,,"Sentence boundary between ""Winners"" and ""Cup""",,,
17,train,43,"[84, 110): 'European Cup Winners ' Cup'",MISC,Sentence,"[107, 110): 'Cup'",MISC,,,"Sentence boundary between ""Winners"" and ""Cup""",,,
16,train,47,"[223, 235): 'Hwang Sun-ho'",PER,Span,"[223, 228): 'Hwang'",PER,,,,,,
16,train,47,"[223, 235): 'Hwang Sun-ho'",PER,Wrong,"[229, 235): 'Sun-ho'",MISC,,,,,,
16,train,47,"[85, 99): 'Malaysian Open'",MISC,Sentence,"[85, 94): 'Malaysian'",MISC,,,"Sentence boundary between ""Malaysian"" and ""Open""",,,
16,train,47,"[85, 99): 'Malaysian Open'",MISC,Sentence,"[95, 99): 'Open'",MISC,,,"Sentence boundary between ""Malaysian"" and ""Open""",,,
16,train,48,"[885, 899): 'Sjeng Schalken'",ORG,None,,PER,,,,,,
16,train,51,"[153, 179): 'American League California'",MISC,None,"[153, 168): 'American League'",MISC,,,,,,
17,train,51,"[84, 105): 'Major League Baseball'",MISC,Sentence,"[84, 96): 'Major League'",MISC,,,"Sentence boundary between ""League"" and ""Baseball""",,,
,train,52,,,Wrong,"[2016, 2019): 'RBI'",MISC,,,Run batted in,,,
16,train,52,"[2054, 2063): 'Baltimore'",ORG,Tag,,LOC,,,Baltimore�has won seven of nine,,,
,train,52,,,Wrong,"[2264, 2267): 'RBI'",MISC,,,Run batted in,,,
15,train,54,"[176, 181): 'Numan'",PER,Missing,,,,,,,,
17,train,58,"[1090, 1102): 'Jamie Spence'",PER,Sentence,"[1090, 1095): 'Jamie'",PER,,,Sentence boundary between first and last name,,,
17,train,58,"[1090, 1102): 'Jamie Spence'",PER,Sentence,"[1096, 1102): 'Spence'",PER,,,Sentence boundary between first and last name,,,
16,train,58,"[271, 282): 'Ian Woosnam'",PER,Sentence,"[271, 274): 'Ian'",PER,,,Sentence boundary between first and last name,,,
16,train,58,"[271, 282): 'Ian Woosnam'",PER,Sentence,"[275, 282): 'Woosnam'",PER,,,Sentence boundary between first and last name,,,
17,train,58,"[327, 338): 'Mats Lanner'",PER,Sentence,"[327, 331): 'Mats'",PER,,,Sentence boundary between first and last name,,,
17,train,58,"[327, 338): 'Mats Lanner'",PER,Sentence,"[332, 338): 'Lanner'",PER,,,Sentence boundary between first and last name,,,
17,train,58,"[648, 661): 'Greg Chalmers'",PER,Sentence,"[648, 652): 'Greg'",PER,,,Sentence boundary between first and last name,,,
17,train,58,"[648, 661): 'Greg Chalmers'",PER,Sentence,"[653, 661): 'Chalmers'",PER,,,Sentence boundary between first and last name,,,
17,train,58,"[751, 765): 'Derrick Cooper'",PER,Sentence,"[751, 758): 'Derrick'",PER,,,Sentence boundary between first and last name,,,
17,train,58,"[751, 765): 'Derrick Cooper'",PER,Sentence,"[759, 765): 'Cooper'",PER,,,Sentence boundary between first and last name,,,
17,train,58,"[816, 829): 'Michael Welch'",PER,Sentence,"[816, 823): 'Michael'",PER,,,Sentence boundary between first and last name,,,
17,train,58,"[816, 829): 'Michael Welch'",PER,Sentence,"[824, 829): 'Welch'",PER,,,Sentence boundary between first and last name,,,
17,train,80,"[44, 59): 'rebels-Interfax'",ORG,Token,,,"[44, 59): 'Interfax'",ORG,"Missing annotation, and 'rebels-Interfax' treated as a single token",,,
15,train,94,"[1046, 1066): 'Israel-PLO self-rule'",MISC,None,"[1046, 1056): 'Israel-PLO'",,,,,,,
16,train,98,"[81, 85): 'N.M.'",LOC,Missing,,,,,New Mexico,,,
15,train,112,"[80, 105): 'The Reserve bank of India'",ORG,None,"[84, 105): 'Reserve bank of India'",,,,,,,
17,train,115,"[17, 27): 'FOCUS-News'",ORG,Token,,,"[23, 27): 'News'",,"FOCUS-News' treated as a single token; ""News"" is a reference to News Corp Ltd",,,
17,train,119,"[11, 16): 'Thais'",MISC,Missing,,,,,,,,
,train,119,,,Missing,,,"[826, 831): 'Vivit'",PER,,,,
17,train,130,"[166, 184): 'Belgian Grand Prix'",MISC,None,"[174, 184): 'Grand Prix'",MISC,,,"Ambiguous: Should the ""Belgian"" in ""Belgian Grand Prix"" be considered part of the event's name?",,,
17,train,130,"[25, 43): 'BELGIAN GRAND PRIX'",MISC,None,"[33, 43): 'GRAND PRIX'",MISC,,,"Ambiguous: Should the ""Belgian"" in ""Belgian Grand Prix"" be considered part of the event's name?",,,
,train,136,,,Tag,"[20, 27): 'ENGLAND'",LOC,,ORG,CRICKET-�ENGLAND�V�PAKISTAN�FINAL TEST SCOREBOARD,,,
,train,136,,,Tag,"[30, 38): 'PAKISTAN'",LOC,,ORG,CRICKET-�ENGLAND�V�PAKISTAN�FINAL TEST SCOREBOARD,,,
,train,136,,,Tag,"[145, 152): 'England'",LOC,,ORG,the third and final test between�England�and�Pakistan,,,
,train,136,,,Tag,"[157, 165): 'Pakistan'",LOC,,ORG,the third and final test between�England�and�Pakistan,,,
,train,136,,,Tag,"[189, 196): 'England'",LOC,,ORG,Cricket team,,,
,train,136,,,Tag,"[801, 809): 'Pakistan'",LOC,,ORG,Cricket team,,,
17,train,136,"[1022, 1033): 'Wasim Akram'",PER,Sentence,"[1022, 1027): 'Wasim'",PER,,,Sentence boundary between first and last name,,,
17,train,136,"[1022, 1033): 'Wasim Akram'",PER,Sentence,"[1028, 1033): 'Akram'",PER,,,Sentence boundary between first and last name,,,
17,train,136,"[169, 177): 'The Oval'",LOC,Sentence,"[169, 172): 'The'",LOC,,,"Sentence boundary between ""The"" and ""Oval""",,,
17,train,136,"[169, 177): 'The Oval'",LOC,Sentence,"[173, 177): 'Oval'",LOC,,,"Sentence boundary between ""The"" and ""Oval""",,,
17,train,140,"[560, 574): 'Czech Republic'",LOC,Sentence,"[560, 565): 'Czech'",LOC,,,"Sentence boundary between ""Czech"" and ""Republic""",,,
17,train,140,"[560, 574): 'Czech Republic'",LOC,Sentence,"[566, 574): 'Republic'",LOC,,,"Sentence boundary between ""Czech"" and ""Republic""",,,
17,train,142,"[95, 109): 'Malaysian Open'",MISC,Sentence,"[95, 104): 'Malaysian'",MISC,,,"Sentence boundary between ""Malaysian"" and ""Open""",,,
17,train,142,"[95, 109): 'Malaysian Open'",MISC,Sentence,"[105, 109): 'Open'",MISC,,,"Sentence boundary between ""Malaysian"" and ""Open""",,,
16,train,145,"[83, 104): 'Major League Baseball'",MISC,Sentence,"[83, 95): 'Major League'",MISC,,,"Sentence boundary between ""League"" and ""Baseball""",,,
17,train,158,"[676, 690): 'Michael Jonzon'",PER,Sentence,"[676, 683): 'Michael'",PER,,,Sentence boundary between first and last name,,,
17,train,158,"[676, 690): 'Michael Jonzon'",PER,Sentence,"[684, 690): 'Jonzon'",PER,,,Sentence boundary between first and last name,,,
17,train,158,"[831, 842): 'Wayne Riley'",PER,Sentence,"[831, 836): 'Wayne'",PER,,,Sentence boundary between first and last name,,,
17,train,158,"[831, 842): 'Wayne Riley'",PER,Sentence,"[837, 842): 'Riley'",PER,,,Sentence boundary between first and last name,,,
17,train,158,"[998, 1007): 'Des Smyth'",PER,Sentence,"[998, 1001): 'Des'",PER,,,Sentence boundary between first and last name,,,
17,train,158,"[998, 1007): 'Des Smyth'",PER,Sentence,"[1002, 1007): 'Smyth'",PER,,,Sentence boundary between first and last name,,,
15,train,174,"[668, 684): 'RED SEA Tenacity'",LOC,None,"[668, 675): 'RED SEA'",,,,,,,
16,train,177,"[841, 852): 'Likud party'",ORG,None,"[841, 846): 'Likud'",ORG,,,,,,
17,train,208,"[2962, 2981): 'Kalf, Voorhis & Co.'",ORG,Span,"[2962, 2980): 'Kalf, Voorhis & Co'",,,,"Comma after period after ""Co""",,,
15,train,216,"[26, 40): 'CheckFree unit'",ORG,None,"[26, 35): 'CheckFree'",,,,,,,
15,train,240,"[231, 236): '1,000'",MISC,None,,,,,,,,
17,train,249,"[247, 259): 'Waqar Younis'",PER,Sentence,"[247, 252): 'Waqar'",PER,,,Sentence boundary between first and last name,,,
17,train,249,"[247, 259): 'Waqar Younis'",PER,Sentence,"[253, 259): 'Younis'",PER,,,Sentence boundary between first and last name,,,
17,train,263,"[81, 102): 'Major League Baseball'",MISC,Sentence,"[81, 93): 'Major League'",MISC,,,"Sentence boundary between ""League"" and ""Baseball""",,,
15,train,265,"[33, 43): 'AJAX SLUMP'",ORG,None,"[33, 37): 'AJAX'",,,,,,,
16,train,283,"[866, 883): 'Florence Chitauro'",PER,Both,"[866, 874): 'Florence'",LOC,,,,,,
,train,287,,,Missing,,,"[20, 30): 'Socialists'",ORG,Albania's opposition�Socialist Party,,,
15,train,287,"[343, 360): 'Social-Democratic'",MISC,None,,,,,"Generic usage of the term ""Social Democrat"": ""turn the party into a Social-Democratic and electoral party, not a class and ideological one""",,,
15,train,307,"[537, 546): 'Bessemer.'",ORG,None,"[537, 545): 'Bessemer'",ORG,,,,,,
17,train,309,"[543, 554): 'Mark Brooks'",PER,Sentence,"[543, 547): 'Mark'",PER,,,Sentence boundary between first and last name,,,
17,train,309,"[543, 554): 'Mark Brooks'",PER,Sentence,"[548, 554): 'Brooks'",PER,,,Sentence boundary between first and last name,,,
17,train,309,"[656, 668): 'Mark O'Meara'",PER,Sentence,"[656, 660): 'Mark'",PER,,,Sentence boundary between first and last name,,,
17,train,309,"[656, 668): 'Mark O'Meara'",PER,Sentence,"[661, 668): 'O'Meara'",PER,,,Sentence boundary between first and last name,,,
17,train,309,"[787, 799): 'Fred Couples'",PER,Sentence,"[787, 791): 'Fred'",PER,,,Sentence boundary between first and last name,,,
17,train,309,"[787, 799): 'Fred Couples'",PER,Sentence,"[792, 799): 'Couples'",PER,,,Sentence boundary between first and last name,,,
17,train,310,"[221, 235): 'Czech Republic'",LOC,Sentence,"[221, 226): 'Czech'",LOC,,,"Sentence boundary between ""Czech"" and ""Republic""",,,
17,train,310,"[221, 235): 'Czech Republic'",LOC,Sentence,"[227, 235): 'Republic'",LOC,,,"Sentence boundary between ""Czech"" and ""Republic""",,,
16,train,310,"[86, 96): 'Hamlet Cup'",MISC,Sentence,"[93, 96): 'Cup'",MISC,,,,,,
15,train,315,"[1175, 1191): 'GT2 Marcos LM600'",MISC,Sentence,"[1175, 1178): 'GT2'",MISC,"[1175, 1191): 'GT2 Marcos LM600'",,"Sentence boundary between ""GT2"" and ""Marcos""",,,
15,train,315,"[1175, 1191): 'GT2 Marcos LM600'",MISC,Sentence,"[1179, 1195): 'Marcos LM600 162'",MISC,"[1175, 1191): 'GT2 Marcos LM600'",,"Sentence boundary between ""GT2"" and ""Marcos""; also ""162"" not part of name",,,
16,train,315,"[257, 266): 'J.J.Lehto'",PER,Missing,,,,,Could also be considered a tokenization problem,,,
,train,315,,,,"[424, 429): 'Ennea'",MISC,"[424, 441): 'Ennea Ferrari F40'",MISC,"Sentence boundary between ""Ennea"" and ""Ferrari""",,,
,train,315,,,,"[430, 441): 'Ferrari F40'",MISC,"[424, 441): 'Ennea Ferrari F40'",MISC,"Sentence boundary between ""Ennea"" and ""Ferrari""",,,
,train,315,,,,"[506, 513): 'Harrods'",MISC,"[506, 528): 'Harrods McLaren FI GTR'",MISC,"Sentence boundary between ""Harrods"" and ""McLaren""",,,
,train,315,,,,"[514, 528): 'McLaren FI GTR'",MISC,"[506, 528): 'Harrods McLaren FI GTR'",MISC,"Sentence boundary between ""Harrods"" and ""McLaren""",,,
,train,315,,,,"[585, 597): 'West McLaren'",MISC,"[585, 604): 'West McLaren F1 GTR'",MISC,"Sentence boundary between ""McLaren"" and ""F1""",,,
,train,315,,,,"[598, 604): 'F1 GTR'",MISC,"[585, 604): 'West McLaren F1 GTR'",MISC,"Sentence boundary between ""McLaren"" and ""F1""",,,
,train,315,,,,"[787, 802): 'Gulf McLaren F!'",MISC,"[787, 806): 'Gulf McLaren F! GTR'",MISC,"Sentence boundary between ""F!"" and ""GTR""",,,
,train,315,,,,"[803, 806): 'GTR'",MISC,"[787, 806): 'Gulf McLaren F! GTR'",MISC,"Sentence boundary between ""F!"" and ""GTR""",,,
17,train,315,"[864, 877): 'Paul Belmondo'",PER,Sentence,"[864, 868): 'Paul'",PER,,,,,,
17,train,315,"[864, 877): 'Paul Belmondo'",PER,Sentence,"[869, 877): 'Belmondo'",PER,,,,,6/29/20 19:07,
17,train,317,"[407, 415): 'Williams'",ORG,Tag,,PER,,,"F1 team; tagged correctly at [272, 280): 'Williams'	",6/30/20 10:18,,
17,train,319,"[156, 173): '1,000 Lakes Rally'",MISC,Sentence,"[156, 167): '1,000 Lakes'",MISC,,,"Sentence boundary between ""Lakes"" and ""Rally""",,,
17,train,319,"[156, 173): '1,000 Lakes Rally'",MISC,Sentence,"[168, 173): 'Rally'",MISC,,,"Sentence boundary between ""Lakes"" and ""Rally""",,,
17,train,328,"[169, 177): 'The Oval'",LOC,None,"[173, 177): 'Oval'",LOC,,,"Ambiguous: ""The"" capitalized in middle of sentence. Some other documents also mark ""The Oval"" as the span",,,
17,train,328,"[246, 258): 'Waqar Younis'",PER,Sentence,"[246, 251): 'Waqar'",PER,,,Sentence boundary between first and last names,,,
17,train,328,"[246, 258): 'Waqar Younis'",PER,Sentence,"[252, 258): 'Younis'",PER,,,Sentence boundary between first and last names,,,
17,train,339,"[546, 560): 'Mariusz Srutwa'",PER,Sentence,"[546, 553): 'Mariusz'",PER,,,Sentence boundary between first and last names,,,
17,train,339,"[546, 560): 'Mariusz Srutwa'",PER,Sentence,"[554, 560): 'Srutwa'",PER,,,Sentence boundary between first and last names,,,
16,train,344,"[25, 41): 'AUSTRALIAN RUGBY'",MISC,None,"[25, 35): 'AUSTRALIAN'",MISC,,,,,,
17,train,345,"[536, 550): 'Chong Tan Fook'",PER,Sentence,"[536, 541): 'Chong'",PER,,,Sentence boundary between first and middle names,,,
17,train,345,"[536, 550): 'Chong Tan Fook'",PER,Sentence,"[542, 550): 'Tan Fook'",PER,,,Sentence boundary between first and middle names,,,
15,train,346,"[207, 212): 'Lotte'",ORG,Tag,,,,,Baseball team,,,
16,train,346,"[215, 220): 'Lotte'",ORG,Tag,,,,,Baseball team,,,
15,train,346,"[243, 248): 'Lotte'",ORG,Tag,,,,,Baseball team,,,
17,train,347,"[81, 102): 'Major League Baseball'",MISC,Sentence,"[81, 93): 'Major League'",MISC,,,"Sentence boundary between ""League"" and ""Baseball""",,,
17,train,349,"[1001, 1010): 'Cleveland'",LOC,Tag,,ORG,,,"In Cleveland, Kevin Seitzer's two-out single�",,,
17,train,351,"[83, 104): 'Major League Baseball'",MISC,Sentence,"[83, 95): 'Major League'",MISC,,,"Sentence boundary between ""League"" and ""Baseball""",,,
17,train,359,"[386, 396): 'St. Gallen'",ORG,Span,"[386, 389): 'St.'",ORG,,,,,,
17,train,366,"[663, 675): 'RKC Waalwijk'",ORG,Sentence,"[663, 666): 'RKC'",ORG,,,"Sentence boundary between ""RKC"" and ""Waalwijk""",,,
17,train,366,"[663, 675): 'RKC Waalwijk'",ORG,Sentence,"[667, 675): 'Waalwijk'",ORG,,,"Sentence boundary between ""RKC"" and ""Waalwijk""",,,
17,train,402,"[121, 138): '1,000 Lakes Rally'",MISC,Sentence,"[121, 126): '1,000'",MISC,,,"Sentence boundary between ""1,000"" and ""Lakes""",,,
17,train,402,"[121, 138): '1,000 Lakes Rally'",MISC,Sentence,"[127, 138): 'Lakes Rally'",MISC,,,"Sentence boundary between ""1,000"" and ""Lakes""",,,
16,train,412,"[244, 256): 'Waqar Younis'",PER,Sentence,"[244, 249): 'Waqar'",PER,,,Sentence boundary between first and last name,,,
16,train,412,"[244, 256): 'Waqar Younis'",PER,Sentence,"[250, 256): 'Younis'",PER,,,Sentence boundary between first and last name,,,
17,train,415,"[1144, 1159): 'Greenock Morton'",ORG,Sentence,"[1144, 1152): 'Greenock'",ORG,,,"Sentence boundary between ""Greenock"" and ""Morton""",,,
17,train,415,"[1144, 1159): 'Greenock Morton'",ORG,Sentence,"[1153, 1159): 'Morton'",ORG,,,"Sentence boundary between ""Greenock"" and ""Morton""",,,
17,train,415,"[1286, 1304): 'Queen of the South'",ORG,Sentence,"[1286, 1298): 'Queen of the'",ORG,,,"Sentence boundary between ""the"" and ""South""",,,
17,train,415,"[1286, 1304): 'Queen of the South'",ORG,Sentence,"[1299, 1304): 'South'",ORG,,,"Sentence boundary between ""the"" and ""South""",,,
,train,422,,,Token,"[236, 246): 'Videoton(*'",ORG,"[236, 244): 'Videoton'",,"""Videoton(*"" treated as a single token",,,
17,train,422,"[736, 746): 'Stadler FC'",ORG,Span,"[736, 743): 'Stadler'",ORG,,,,,,
17,train,424,"[495, 500): 'Group'",ORG,None,,,,,,,,
15,train,424,"[703, 708): 'Group'",ORG,None,,,,,,,,
16,train,436,"[3081, 3095): 'Flora Perfetti'",PER,Both,"[3081, 3086): 'Flora'",LOC,,,,,,
16,train,436,"[3081, 3095): 'Flora Perfetti'",PER,Span,"[3087, 3095): 'Perfetti'",PER,,,,,,
,train,438,,,Wrong,"[228, 244): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,438,,,Wrong,"[368, 384): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,438,,,Wrong,"[506, 522): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,438,,,Wrong,"[783, 799): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,438,,,Wrong,"[926, 942): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,438,,,Wrong,"[1067, 1083): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,438,,,Tag,"[1230, 1243): 'SAN FRANCISCO'",LOC,,ORG,Baseball team,,,
16,train,438,"[1256, 1274): 'HOUSTON CINCINNATI'",LOC,Tag,"[1256, 1263): 'HOUSTON'",LOC,,ORG,Baseball team,,,
,train,438,,,Tag,"[1278, 1286): 'COLORADO'",LOC,,ORG,Baseball team,,,
17,train,444,"[109, 128): 'Singer World Series'",MISC,Sentence,"[109, 121): 'Singer World'",MISC,,,"Sentence boundary between ""World"" and ""Series""",,,
17,train,444,"[109, 128): 'Singer World Series'",MISC,Sentence,"[122, 128): 'Series'",MISC,,,"Sentence boundary between ""World"" and ""Series""",,,
,train,458,,,Wrong,"[363, 366): 'Col'",LOC,,,"Abbreviation for ""Colonel"". Titles not considered entities; also tagged as LOC, which is doubly wrong",,,
17,train,458,"[1294, 1310): 'Nicola Fleuchaus'",PER,Both,"[1294, 1300): 'Nicola'",MISC,,,,,,
17,train,458,"[1294, 1310): 'Nicola Fleuchaus'",PER,Span,"[1301, 1310): 'Fleuchaus'",PER,,,,,,
17,train,463,"[49, 61): 'U.S. MANAGUA'",LOC,None,"[54, 61): 'MANAGUA'",LOC,,,,,,
15,train,483,"[55, 77): 'Michael Posner CHICAGO'",PER,None,"[55, 69): 'Michael Posner'",PER,,,,,,
16,train,484,"[11, 22): 'Actor Reeve'",PER,None,"[17, 22): 'Reeve'",PER,,,,,,
17,train,488,"[822, 827): 'Sask.'",LOC,Span,"[822, 826): 'Sask'",LOC,,,Period immediately before comma,,,
,train,488,,,Missing,,,"[224, 257): 'OCASEK GOVERNMENT OFFICE BUILDING'",LOC,https://das.ohio.gov/Divisions/General-Services/Properties-and-Facilities/Ocasek,,,
,train,488,,,Span,"[889, 893): 'Alta'",LOC,"[889, 894): 'Alta.'",,Period immediately before comma,,,
,train,492,,,Missing,,,"[283, 288): 'FITCH'",ORG,Credit rating agency,,,
,train,492,,,Missing,,,"[410, 427): 'VERN RIFFE CENTER'",LOC,https://vrcfa.com/,,,
,train,492,,,Missing,,,"[453, 458): 'FITCH'",ORG,Credit rating agency,,,
16,train,492,"[632, 690): 'Banc One Capital Corporation S.B.K- Brooks Investment Corp'",ORG,None,"[632, 660): 'Banc One Capital Corporation'",ORG,,,,,,
17,train,511,"[620, 630): 'FTSE index'",MISC,None,"[620, 624): 'FTSE'",MISC,,,,,,
17,train,523,"[595, 618): 'Bristol Rovers Division'",ORG,Sentence,"[595, 602): 'Bristol'",ORG,"[595, 609): 'Bristol Rovers'",ORG,"Sentence boundary between ""Bristol"" and ""Rovers""",,,
17,train,523,"[595, 618): 'Bristol Rovers Division'",ORG,Sentence,"[603, 609): 'Rovers'",ORG,"[595, 609): 'Bristol Rovers'",ORG,"Sentence boundary between ""Bristol"" and ""Rovers""",,6/30/20 11:04,
16,train,527,"[103, 117): 'Hong Kong Open'",MISC,Sentence,"[103, 107): 'Hong'",MISC,,,"Sentence boundary between ""Hong"" and ""Kong""",6/30/20 15:52,,
16,train,527,"[103, 117): 'Hong Kong Open'",MISC,Sentence,"[108, 117): 'Kong Open'",MISC,,,"Sentence boundary between ""Hong"" and ""Kong""",,,
15,train,528,"[1768, 1783): 'fellow-American'",MISC,Missing,,,,,,,,
15,train,528,"[591, 595): 'U.S.'",MISC,Both,"[591, 595): 'U.S.'",LOC,"[591, 601): 'U.S. Opens'",MISC,Multiple instances of the U.S. Open tennis tournament,,,
17,train,529,"[2369, 2383): 'Czech Republic'",LOC,Sentence,"[2369, 2374): 'Czech'",LOC,"[2369, 2383): 'Czech Republic'",LOC,"Sentence boundary between ""Czech"" and ""Republic""",,,
17,train,529,"[2369, 2383): 'Czech Republic'",LOC,Sentence,"[2375, 2383): 'Republic'",LOC,"[2369, 2383): 'Czech Republic'",LOC,"Sentence boundary between ""Czech"" and ""Republic""",,,
17,train,529,"[2424, 2439): 'Sandra Kleinova'",PER,Sentence,"[2424, 2430): 'Sandra'",PER,,,Sentence boundary between first and last name,,,
17,train,529,"[2424, 2439): 'Sandra Kleinova'",PER,Sentence,"[2431, 2439): 'Kleinova'",PER,,,Sentence boundary between first and last name,,,
,train,530,,,Wrong,"[228, 244): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,530,,,Wrong,"[368, 384): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,530,,,Wrong,"[510, 526): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,530,,,Wrong,"[813, 829): 'EASTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,530,,,Wrong,"[960, 976): 'CENTRAL DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,530,,,Wrong,"[1091, 1107): 'WESTERN DIVISION'",MISC,,,Divisions of leagues not considered entities,,,
,train,530,,,Tag,"[664, 671): 'DETROIT'",LOC,,ORG,Baseball team,,,
,train,530,,,Tag,"[683, 692): 'BALTIMORE'",LOC,,ORG,Baseball team,,,
,train,530,,,Tag,"[706, 713): 'TORONTO'",LOC,,ORG,Baseball team,,,
,train,530,,,Tag,"[727, 734): 'CHICAGO'",LOC,,ORG,Baseball team,,,
,train,530,,,Tag,"[744, 755): 'KANSAS CITY'",LOC,,ORG,Baseball team,,,
15,train,530,"[766, 785): 'CALIFORNIA NEW YORK'",LOC,Tag,"[766, 776): 'CALIFORNIA'",LOC,"[766, 776): 'CALIFORNIA'",ORG,Baseball team,,,
,train,530,,,Tag,"[789, 796): 'SEATTLE'",LOC,,ORG,Baseball team,,,
,train,530,,,Tag,"[1255, 1268): 'SAN FRANCISCO'",LOC,,ORG,Baseball team,,,
,train,530,,,Tag,"[1284, 1292): 'MONTREAL'",LOC,,ORG,Baseball team,,,
,train,530,,,Tag,"[1304, 1314): 'PITTSBURGH'",LOC,,ORG,Baseball team,,,
,train,530,,,Tag,"[1328, 1336): 'NEW YORK'",LOC,,ORG,Baseball team,,,
,train,530,,,Tag,"[1348, 1355): 'HOUSTON'",LOC,,ORG,Baseball team,,,
,train,530,,,Tag,"[1367, 1375): 'ST LOUIS'",LOC,,ORG,Baseball team,,,
,train,530,,,Tag,"[1390, 1398): 'COLORADO'",LOC,,ORG,Baseball team,,,
17,train,534,"[1234, 1244): 'Washington'",PER,Tag,,LOC,,,Reference to a tennis player whose last name is Washington,,,
16,train,549,"[1093, 1116): 'derivatives@reuters.com'",ORG,None,,,,,Email addresses not considered entities,,,
17,train,551,"[517, 522): 'Villa'",ORG,Tag,,PER,,,,,,
15,train,562,"[53, 74): 'Peter Laca BRATISLAVA'",PER,None,"[53, 63): 'Peter Laca'",PER,,,,,,
